DATACODE,RECTYPE,RECYEAR,RECMONTH,RECDAY,WATERSHED,SOILTYPE,TRANSECT,PLOTNUM,LVGRASS,FORBS,CUYRDEAD,PRYRDEAD,WOODY,COMMENTS
PAB04,1,1989,8,29,n00b,fl,b,1,2.36,11.99,3.11,126.45,,
PAB04,1,1989,8,29,n00b,fl,b,2,17.88,0.04,13.03,102.47,,
PAB04,1,1989,8,29,n00b,fl,b,3,23.73,1.29,8.86,118.67,,
PAB04,1,1989,8,29,n00b,fl,b,4,10.83,0,4.58,97.22,,no forbs
PAB04,1,1989,8,29,n00b,fl,b,5,11.71,0,4.83,54.76,,no forbs
PAB04,1,1989,8,29,n00b,fl,c,1,5.32,3.58,3.29,84.92,,
PAB04,1,1989,8,29,n00b,fl,c,2,9.44,1.99,3.76,62.51,,
PAB04,1,1989,8,29,n00b,fl,c,3,,,,,,molded
PAB04,1,1989,8,29,n00b,fl,c,4,13.33,0.15,3.97,79.71,,
PAB04,1,1989,8,29,n00b,fl,c,5,5.94,11.04,1.39,47.44,,
PAB04,1,1989,8,29,n00b,fl,e,1,5.83,14.23,4.39,46.05,,
PAB04,1,1989,8,29,n00b,fl,e,2,8.15,0.71,4.9,58.49,,
PAB04,1,1989,8,29,n00b,fl,e,3,8.49,2.99,6.06,63.73,,
PAB04,1,1989,8,29,n00b,fl,e,4,5.67,0.23,1.9,70.02,,
PAB04,1,1989,8,29,n00b,fl,e,5,5.01,3.66,2.03,45.18,,
PAB04,1,1989,8,30,002d,fl,a,1,15.89,1.89,2.63,24.71,,
PAB04,1,1989,8,30,002d,fl,a,2,14.72,5.92,2.76,36.42,,
PAB04,1,1989,8,30,002d,fl,a,3,12.08,1.78,2.79,21.35,,
PAB04,1,1989,8,30,002d,fl,a,4,9.66,0.24,2.3,29.38,,
PAB04,1,1989,8,30,002d,fl,a,5,9.93,0.13,1.57,23.73,,
PAB04,1,1989,8,30,002d,fl,b,1,14.72,0.15,5.5,24.33,,
PAB04,1,1989,8,30,002d,fl,b,2,15.38,0.97,2.36,21.2,,
PAB04,1,1989,8,30,002d,fl,b,3,15.13,0.34,3.55,21.95,,
PAB04,1,1989,8,30,002d,fl,b,4,7.49,1.19,1.57,15.6,,
PAB04,1,1989,8,30,002d,fl,b,5,13.58,5.88,2.91,22.3,,
PAB04,1,1989,8,30,002d,fl,c,1,9.87,2.17,1.26,13.77,,
PAB04,1,1989,8,30,002d,fl,c,2,10.83,0.85,1.61,24.2,,
PAB04,1,1989,8,30,002d,fl,c,3,14.41,0.09,3.62,18.17,,
PAB04,1,1989,8,30,002d,fl,c,4,11.4,2.92,3.36,21.37,,
PAB04,1,1989,8,30,002d,fl,c,5,15.2,2.65,3.53,32.17,,
PAB04,1,1989,8,30,002d,fl,d,1,11.66,3.02,2.8,19,,
PAB04,1,1989,8,30,002d,fl,d,2,13.1,0.03,4.3,27.17,,
PAB04,1,1989,8,30,002d,fl,d,3,9.61,3.85,1.92,15.01,,
PAB04,1,1989,8,30,002d,fl,d,4,8.59,1.48,2.69,18.55,,
PAB04,1,1989,8,30,002d,fl,d,5,12.63,1.83,1.26,19.1,,
PAB04,1,1989,9,18,001c,tu,a,1,21.15,1.21,8.88,,,
PAB04,1,1989,9,18,001c,tu,a,2,14.06,2.49,6.78,,,
PAB04,1,1989,9,18,001c,tu,a,3,10.29,1.34,3.63,,,
PAB04,1,1989,9,18,001c,tu,a,4,8.66,1.3,5.86,,,
PAB04,1,1989,9,18,001c,tu,a,5,14.05,0.62,5.61,,,
PAB04,1,1989,9,18,001c,tu,b,1,22.92,4.34,8.47,,,
PAB04,1,1989,9,18,001c,tu,b,2,14.59,0.19,7.31,,,
PAB04,1,1989,9,18,001c,tu,b,3,15.3,3.85,8.76,,,
PAB04,1,1989,9,18,001c,tu,b,4,15.88,10.84,8.33,,,
PAB04,1,1989,9,18,001c,tu,b,5,12.23,0.12,5.96,,,
PAB04,1,1989,9,18,001c,tu,c,1,18.51,0.64,10.92,,,
PAB04,1,1989,9,18,001c,tu,c,2,15.74,1.51,7.33,,,
PAB04,1,1989,9,18,001c,tu,c,3,19.91,0.88,7.23,,,
PAB04,1,1989,9,18,001c,tu,c,4,14.32,5.04,4.92,,,
PAB04,1,1989,9,18,001c,tu,c,5,17.61,0,10.56,,,no forbs
PAB04,1,1989,9,18,001c,tu,d,1,19.59,1.44,7.9,,,
PAB04,1,1989,9,18,001c,tu,d,2,15.5,0.3,9.67,,,
PAB04,1,1989,9,18,001c,tu,d,3,11.98,7.52,4.15,,,
PAB04,1,1989,9,18,001c,tu,d,4,20.69,0.59,11.3,,,
PAB04,1,1989,9,18,001c,tu,d,5,8.55,1.36,5.27,,,
PAB04,1,1989,9,18,001c,fl,a,1,6.17,2.7,4.16,,,
PAB04,1,1989,9,18,001c,fl,a,2,7.21,0,2.11,,,no forbs
PAB04,1,1989,9,18,001c,fl,a,3,7.12,0.57,5.16,,,
PAB04,1,1989,9,18,001c,fl,a,4,10.26,0.86,4.32,,,
PAB04,1,1989,9,18,001c,fl,a,5,9.01,2.23,3.58,,,
PAB04,1,1989,9,18,001c,fl,b,1,10.35,0.57,4.39,,,
PAB04,1,1989,9,18,001c,fl,b,2,4.95,4.75,3.02,,,
PAB04,1,1989,9,18,001c,fl,b,3,7.88,2.37,5.94,,,
PAB04,1,1989,9,18,001c,fl,b,4,12.7,0.18,7.1,,,
PAB04,1,1989,9,18,001c,fl,b,5,11.22,1.3,7.02,,,
PAB04,1,1989,9,18,001c,fl,c,1,7.93,0.95,2.21,,,
PAB04,1,1989,9,18,001c,fl,c,2,15.22,3.25,6.48,,,
PAB04,1,1989,9,18,001c,fl,c,3,7.36,0.68,2.59,,,
PAB04,1,1989,9,18,001c,fl,c,4,8.27,1.08,2.89,,,
PAB04,1,1989,9,18,001c,fl,c,5,15.29,4.08,7.21,,,
PAB04,1,1989,9,18,001c,fl,d,1,6.73,2.11,3.95,,,
PAB04,1,1989,9,18,001c,fl,d,2,12.01,0.32,4.57,,,
PAB04,1,1989,9,18,001c,fl,d,3,17.45,0.55,4.54,,,
PAB04,1,1989,9,18,001c,fl,d,4,6.37,4.46,1.22,,,
PAB04,1,1989,9,18,001c,fl,d,5,11.22,2.11,1.62,,,
PAB04,1,1989,9,11,n01a,fl,a,1,10.09,1.04,1.85,,,
PAB04,1,1989,9,11,n01a,fl,a,2,11.67,3.78,3.32,,,
PAB04,1,1989,9,11,n01a,fl,a,3,13.37,4.19,3.03,,,
PAB04,1,1989,9,11,n01a,fl,a,4,5.09,7.71,1.97,,,
PAB04,1,1989,9,11,n01a,fl,a,5,7.32,0,3.55,,,no forbs
PAB04,1,1989,9,11,n01a,fl,b,1,5.14,0.59,1.32,,,
PAB04,1,1989,9,11,n01a,fl,b,2,10.27,0.77,2.95,,,
PAB04,1,1989,9,11,n01a,fl,b,3,7.45,0.04,1.08,,,
PAB04,1,1989,9,11,n01a,fl,b,4,3.04,0.52,0.73,,,
PAB04,1,1989,9,11,n01a,fl,b,5,5.9,1.45,1.71,,,
PAB04,1,1989,9,11,n01a,fl,c,1,7.81,17.44,2.49,,,
PAB04,1,1989,9,11,n01a,fl,c,2,14.77,1.34,2.42,,,
PAB04,1,1989,9,11,n01a,fl,c,3,10.77,2.88,2.94,,,
PAB04,1,1989,9,11,n01a,fl,c,4,12.76,2.98,2.54,,,
PAB04,1,1989,9,11,n01a,fl,c,5,5.05,1.39,1.98,,,
PAB04,1,1989,9,11,n01a,fl,d,1,2.77,24.57,1.51,,,
PAB04,1,1989,9,11,n01a,fl,d,2,2.55,2.25,0.37,,,
PAB04,1,1989,9,11,n01a,fl,d,3,4,0.99,2.74,,,
PAB04,1,1989,9,11,n01a,fl,d,4,3.57,5.78,0.36,,,
PAB04,1,1989,9,11,n01a,fl,d,5,3.38,0.15,0.99,,,
PAB04,1,1989,9,11,n20a,fl,a,1,5.75,3.09,3.11,,,
PAB04,1,1989,9,11,n20a,fl,a,2,4.1,7.59,0.81,,,
PAB04,1,1989,9,11,n20a,fl,a,3,10.09,1.88,0.6,,,
PAB04,1,1989,9,11,n20a,fl,a,4,4.93,10.24,1.32,,,
PAB04,1,1989,9,11,n20a,fl,a,5,4.73,2.99,4.5,,,
PAB04,1,1989,9,11,n20a,fl,b,1,7.54,18.65,3,,,
PAB04,1,1989,9,11,n20a,fl,b,2,5.71,10.51,1.3,,,
PAB04,1,1989,9,11,n20a,fl,b,3,3.1,7.55,1.76,,,
PAB04,1,1989,9,11,n20a,fl,b,4,3.87,0,2.29,,,no forbs
PAB04,1,1989,9,11,n20a,fl,b,5,2.96,0.23,2.49,,,
PAB04,1,1989,9,11,n20a,fl,c,1,6.15,0.13,1.88,,,
PAB04,1,1989,9,11,n20a,fl,c,2,2.7,0.16,0.86,,,
PAB04,1,1989,9,11,n20a,fl,c,3,3.35,2.46,1.55,,,
PAB04,1,1989,9,11,n20a,fl,c,4,2.77,1.32,1.06,,,
PAB04,1,1989,9,11,n20a,fl,c,5,4.48,7.01,3.06,,,
PAB04,1,1989,9,11,n20a,fl,d,1,4.13,11.16,0.31,,,
PAB04,1,1989,9,11,n20a,fl,d,2,4.07,1.73,1.58,,,
PAB04,1,1989,9,11,n20a,fl,d,3,7.71,0.07,2.86,,,
PAB04,1,1989,9,11,n20a,fl,d,4,2.48,0,7.33,,,no forbs
PAB04,1,1989,9,11,n20a,fl,d,5,5.58,33.06,0.49,,,
PAB04,1,1989,9,11,n04d,fl,a,1,17.16,0.3,2.38,26.77,,
PAB04,1,1989,9,11,n04d,fl,a,2,15.15,0.76,3.09,24.46,,
PAB04,1,1989,9,11,n04d,fl,a,3,10.96,1.93,1.06,8.84,,
PAB04,1,1989,9,11,n04d,fl,a,4,17.06,3.18,2.38,23.22,,
PAB04,1,1989,9,11,n04d,fl,a,5,10.49,3.91,2.08,12.72,,
PAB04,1,1989,9,11,n04d,fl,b,1,13.52,4.25,2.8,20.69,,
PAB04,1,1989,9,11,n04d,fl,b,2,16.29,1.37,5.64,33.04,,
PAB04,1,1989,9,11,n04d,fl,b,3,11.5,0,3.73,14.97,,no forbs
PAB04,1,1989,9,11,n04d,fl,b,4,20.05,0.13,4.14,35.44,,
PAB04,1,1989,9,11,n04d,fl,b,5,26.09,7.04,7.45,45.62,,
PAB04,1,1989,9,11,n04d,fl,c,1,13.12,0,2.2,13.16,,no forbs
PAB04,1,1989,9,11,n04d,fl,c,2,22.44,14.09,3.59,24.86,,
PAB04,1,1989,9,11,n04d,fl,c,3,10.99,9.17,3.21,13.07,,
PAB04,1,1989,9,11,n04d,fl,c,4,17.68,0,7.26,27.56,,no forbs
PAB04,1,1989,9,11,n04d,fl,c,5,24.52,5.97,8.76,34.75,,
PAB04,1,1989,9,11,n04d,fl,d,1,12.62,0.17,3.67,24.74,,
PAB04,1,1989,9,11,n04d,fl,d,2,21.84,0.08,4.42,31.2,,
PAB04,1,1989,9,11,n04d,fl,d,3,9.14,1.13,3.77,16.12,,
PAB04,1,1989,9,11,n04d,fl,d,4,10.57,3.82,4.11,21.22,,
PAB04,1,1989,9,11,n04d,fl,d,5,9.25,0.21,1.08,6.74,,
PAB04,1,1989,9,16,n04d,tu,a,1,12.03,0.69,1.84,35.7,,
PAB04,1,1989,9,16,n04d,tu,a,2,21.27,0.2,0.85,46.36,,
PAB04,1,1989,9,16,n04d,tu,a,3,7.42,1.12,3.17,15.82,,
PAB04,1,1989,9,16,n04d,tu,a,4,13.45,3.13,1.72,43.09,,
PAB04,1,1989,9,16,n04d,tu,a,5,13.39,0.9,6.68,13.27,,
PAB04,1,1989,9,16,n04d,tu,b,1,15.56,0.15,4.77,25.35,,
PAB04,1,1989,9,16,n04d,tu,b,2,8.25,0,2.26,24,,no forbs
PAB04,1,1989,9,16,n04d,tu,b,3,10.85,1.29,8.51,35,,
PAB04,1,1989,9,16,n04d,tu,b,4,9.49,1.14,4.64,31.18,,
PAB04,1,1989,9,16,n04d,tu,b,5,10.95,0.17,3.74,18.77,,
PAB04,1,1989,9,16,n04d,tu,c,1,22.05,1.73,5.17,25.65,,
PAB04,1,1989,9,16,n04d,tu,c,2,15.49,1.31,4.47,35.85,,
PAB04,1,1989,9,16,n04d,tu,c,3,31.5,0,8.93,18.94,,no forbs
PAB04,1,1989,9,16,n04d,tu,c,4,11.3,2.51,5.61,25.09,,
PAB04,1,1989,9,16,n04d,tu,c,5,21.84,1.85,8.43,34.45,,
PAB04,1,1989,9,16,n04d,tu,d,1,17.54,0.43,8.24,29.25,,
PAB04,1,1989,9,16,n04d,tu,d,2,7.65,0,7.96,29.14,,no forbs
PAB04,1,1989,9,16,n04d,tu,d,3,16.26,1.03,6.27,36.89,,
PAB04,1,1989,9,16,n04d,tu,d,4,10.42,2.4,3.97,23.04,,
PAB04,1,1989,9,16,n04d,tu,d,5,12.8,0.97,4.58,25.88,,
PAB04,1,1989,9,23,n01b,tu,a,1,16.7,0,4.11,,,no forbs
PAB04,1,1989,9,23,n01b,tu,a,2,23.08,0.9,2.48,,,
PAB04,1,1989,9,23,n01b,tu,a,3,16.92,1.45,5.54,,,
PAB04,1,1989,9,23,n01b,tu,a,4,15.5,3.7,6.09,,,
PAB04,1,1989,9,23,n01b,tu,a,5,14.98,0.35,4.47,,,
PAB04,1,1989,9,23,n01b,tu,b,1,24.7,0,13.86,,,no forbs
PAB04,1,1989,9,23,n01b,tu,b,2,7.98,3.8,4.88,,,
PAB04,1,1989,9,23,n01b,tu,b,3,18.31,0.18,6.27,,,
PAB04,1,1989,9,23,n01b,tu,b,4,19.47,3.88,8.48,,,
PAB04,1,1989,9,23,n01b,tu,b,5,16.94,1.37,13.39,,,
PAB04,1,1989,9,23,n01b,tu,c,1,19.95,0.12,11.74,,,
PAB04,1,1989,9,23,n01b,tu,c,2,13.74,3.45,7.9,,,
PAB04,1,1989,9,23,n01b,tu,c,3,21.16,0.29,8.39,,,
PAB04,1,1989,9,23,n01b,tu,c,4,15.41,1.43,11.65,,,
PAB04,1,1989,9,23,n01b,tu,c,5,23.36,0.1,10.25,,,
PAB04,1,1989,9,23,n01b,tu,d,1,11.01,0.97,3.94,,,
PAB04,1,1989,9,23,n01b,tu,d,2,12.79,0,10.37,,,no forbs
PAB04,1,1989,9,23,n01b,tu,d,3,24.19,0,6.7,,,no forbs
PAB04,1,1989,9,23,n01b,tu,d,4,16.89,1.09,6.18,,,
PAB04,1,1989,9,23,n01b,tu,d,5,4.01,0,1.66,,,no forbs
PAB04,1,1989,9,25,n01b,fl,a,1,12.7,5.65,5.05,,,
PAB04,1,1989,9,25,n01b,fl,a,2,10.1,6.66,2.77,,,
PAB04,1,1989,9,25,n01b,fl,a,3,23.36,0.56,8.63,,,
PAB04,1,1989,9,25,n01b,fl,a,4,39.82,0.06,14.56,,,
PAB04,1,1989,9,25,n01b,fl,a,5,24.74,27.42,7.7,,,
PAB04,1,1989,9,25,n01b,fl,b,1,8.65,1.85,4.57,,,
PAB04,1,1989,9,25,n01b,fl,b,2,13.9,1.28,4.06,,,
PAB04,1,1989,9,25,n01b,fl,b,3,14.79,2.81,4.93,,,
PAB04,1,1989,9,25,n01b,fl,b,4,11.04,0.58,3.77,,,
PAB04,1,1989,9,25,n01b,fl,b,5,9.82,8.18,4.65,,,
PAB04,1,1989,9,25,n01b,fl,c,1,15.67,0.73,3.75,,,
PAB04,1,1989,9,25,n01b,fl,c,2,13.81,2.51,5.66,,,
PAB04,1,1989,9,25,n01b,fl,c,3,12.57,1.99,4.18,,,
PAB04,1,1989,9,25,n01b,fl,c,4,22.63,1.69,7.91,,,
PAB04,1,1989,9,25,n01b,fl,c,5,30.42,1.61,13.9,,,
PAB04,1,1989,9,25,n01b,fl,d,1,18.69,2.28,6.26,,,
PAB04,1,1989,9,25,n01b,fl,d,2,13.14,0.99,3.8,,,
PAB04,1,1989,9,25,n01b,fl,d,3,11.03,1.14,10.27,,,
PAB04,1,1989,9,25,n01b,fl,d,4,15.64,1.04,2.92,,,
PAB04,1,1989,9,25,n01b,fl,d,5,19.61,3.34,8.99,,,
PAB04,1,1990,9,8,n04d,fl,a,1,8.98,7.1,3.69,8.79,,*Clippers' intials
PAB04,1,1990,9,8,n04d,fl,a,2,13.63,54.2,6.08,27.79,,are included in the
PAB04,1,1990,9,8,n04d,fl,a,3,11.39,7.65,5.55,20.99,,original data sheets
PAB04,1,1990,9,8,n04d,fl,a,4,12.61,3.56,4.91,39.02,,
PAB04,1,1990,9,8,n04d,fl,a,5,16.7,16.73,7.96,19.98,,*N(2) stands for
PAB04,1,1990,9,8,n04d,fl,b,1,11.72,12.44,5.7,33.44,,plots which were
PAB04,1,1990,9,8,n04d,fl,b,2,17.61,6.03,7.05,22.74,,analyzed for
PAB04,1,1990,9,8,n04d,fl,b,3,20.68,8.76,4.59,31.53,,nitrogen
PAB04,1,1990,9,8,n04d,fl,b,4,24.13,9.3,7.43,49.85,,
PAB04,1,1990,9,8,n04d,fl,b,5,18.94,9.04,10.64,24.34,,
PAB04,1,1990,9,8,n04d,fl,c,1,13.63,8.42,7.92,10.56,,
PAB04,1,1990,9,8,n04d,fl,c,2,5.54,16.59,5.53,10.19,,
PAB04,1,1990,9,8,n04d,fl,c,3,15.84,9.87,11.59,26.07,,
PAB04,1,1990,9,8,n04d,fl,c,4,28.67,4.07,28.09,33.92,,
PAB04,1,1990,9,8,n04d,fl,c,5,30.34,2.62,26.16,40.17,,
PAB04,1,1990,9,8,n04d,fl,d,1,16.75,5.27,8.31,33.87,,
PAB04,1,1990,9,8,n04d,fl,d,2,21,0.57,10.08,51.81,,
PAB04,1,1990,9,8,n04d,fl,d,3,16.16,11.65,6.05,36.83,,
PAB04,1,1990,9,8,n04d,fl,d,4,13.06,24.24,7.65,42.58,,
PAB04,1,1990,9,8,n04d,fl,d,5,9.69,2.89,3.49,13.27,,
PAB04,1,1990,9,8,n04d,tu,a,1,53.49,1.05,10.45,35.98,,
PAB04,1,1990,9,8,n04d,tu,a,2,44.61,5.73,8.55,28.87,,
PAB04,1,1990,9,8,n04d,tu,a,3,13.09,15.78,7.66,29.7,,
PAB04,1,1990,9,8,n04d,tu,a,4,28,0.83,5.9,21.61,,
PAB04,1,1990,9,8,n04d,tu,a,5,37.25,6.59,9.73,25.92,,
PAB04,1,1990,9,8,n04d,tu,b,1,31.4,1.51,5.95,29.98,,
PAB04,1,1990,9,8,n04d,tu,b,2,33.25,0,15.4,30.47,,no forbs
PAB04,1,1990,9,8,n04d,tu,b,3,36.37,2.61,16.59,36.23,,
PAB04,1,1990,9,8,n04d,tu,b,4,36.1,6.59,7.39,24.82,,
PAB04,1,1990,9,8,n04d,tu,b,5,21.05,25.22,8.65,33.57,,
PAB04,1,1990,9,8,n04d,tu,c,1,30.62,5.33,8.84,39.41,,
PAB04,1,1990,9,8,n04d,tu,c,2,24.88,2.95,6.42,64.13,,
PAB04,1,1990,9,8,n04d,tu,c,3,23.75,0,14.66,37.05,,no forbs
PAB04,1,1990,9,8,n04d,tu,c,4,14.48,2.69,5.97,31.9,,
PAB04,1,1990,9,8,n04d,tu,c,5,29.41,5.99,4.57,40.34,,
PAB04,1,1990,9,8,n04d,tu,d,1,33.1,15.28,7.85,25.08,,
PAB04,1,1990,9,8,n04d,tu,d,2,34.91,1.12,5.31,39.38,,
PAB04,1,1990,9,8,n04d,tu,d,3,24.37,4.6,7.62,57.96,,
PAB04,1,1990,9,8,n04d,tu,d,4,24.56,7.27,4.12,21.99,,
PAB04,1,1990,9,8,n04d,tu,d,5,36.46,15.68,15.3,39.33,,
PAB04,1,1990,9,13,n01b,fl,a,1,36.98,0.42,24.27,,,
PAB04,1,1990,9,13,n01b,fl,a,2,31.92,0.06,26.82,,,
PAB04,1,1990,9,13,n01b,fl,a,3,33.34,0.31,27.6,,,
PAB04,1,1990,9,13,n01b,fl,a,4,23.98,8.3,15.92,,,
PAB04,1,1990,9,13,n01b,fl,a,5,26.39,12.05,16.41,,,
PAB04,1,1990,9,13,n01b,fl,b,1,15.65,2.83,9.89,,,
PAB04,1,1990,9,13,n01b,fl,b,2,23.52,3.7,11.92,,,
PAB04,1,1990,9,13,n01b,fl,b,3,25.19,0.35,13.51,,,
PAB04,1,1990,9,13,n01b,fl,b,4,58.91,0.14,12.5,,,
PAB04,1,1990,9,13,n01b,fl,b,5,20.48,2.67,22.05,,,
PAB04,1,1990,9,13,n01b,fl,c,1,36.73,7.82,26.63,,,
PAB04,1,1990,9,13,n01b,fl,c,2,27.32,0.08,18.15,,,
PAB04,1,1990,9,13,n01b,fl,c,3,44.51,2.61,28.41,,,
PAB04,1,1990,9,13,n01b,fl,c,4,30.46,2.37,17.54,,,
PAB04,1,1990,9,13,n01b,fl,c,5,52.98,5.92,23.02,,,
PAB04,1,1990,9,13,n01b,fl,d,1,21.43,0.15,14.66,,,
PAB04,1,1990,9,13,n01b,fl,d,2,20.23,14.88,12.17,,,
PAB04,1,1990,9,13,n01b,fl,d,3,26.32,1.28,18.75,,,
PAB04,1,1990,9,13,n01b,fl,d,4,17.85,0.14,24.17,,,
PAB04,1,1990,9,13,n01b,fl,d,5,19.04,0.51,9.58,,,
PAB04,1,1990,9,13,n01b,tu,a,1,22.49,4.61,33.65,,,
PAB04,1,1990,9,13,n01b,tu,a,2,67.01,11.34,31.88,,,
PAB04,1,1990,9,13,n01b,tu,a,3,66.65,0,29.19,,,no forbs
PAB04,1,1990,9,13,n01b,tu,a,4,37.95,4.63,21.89,,,
PAB04,1,1990,9,13,n01b,tu,a,5,31.46,9.25,8.72,,,
PAB04,1,1990,9,13,n01b,tu,b,1,64.21,0,22.69,,,no forbs
PAB04,1,1990,9,13,n01b,tu,b,2,46.39,0,32.95,,,no forbs
PAB04,1,1990,9,13,n01b,tu,b,3,51.28,1.42,20.83,,,
PAB04,1,1990,9,13,n01b,tu,b,4,77.39,0.27,27.45,,,
PAB04,1,1990,9,13,n01b,tu,b,5,49.09,0.26,18.27,,,
PAB04,1,1990,9,13,n01b,tu,c,1,94.71,0.23,38.36,,,
PAB04,1,1990,9,13,n01b,tu,c,2,40.41,3.21,16.48,,,
PAB04,1,1990,9,13,n01b,tu,c,3,44.05,0,11.94,,,no forbs
PAB04,1,1990,9,13,n01b,tu,c,4,49.14,4.53,14.96,,,
PAB04,1,1990,9,13,n01b,tu,c,5,52.02,0,11.52,,,no forbs
PAB04,1,1990,9,13,n01b,tu,d,1,57.52,2.54,24.32,,,
PAB04,1,1990,9,13,n01b,tu,d,2,41.16,0,16.76,,,no forbs
PAB04,1,1990,9,13,n01b,tu,d,3,40.64,0.23,21.98,,,
PAB04,1,1990,9,13,n01b,tu,d,4,73.84,0.42,30.53,,,
PAB04,1,1990,9,13,n01b,tu,d,5,91.58,0,28.09,,,no forbs
PAB04,1,1990,9,6,n00b,fl,a,1,39.53,2.55,10.86,58.21,,N(2) for transects
PAB04,1,1990,9,6,n00b,fl,a,2,12.81,10.63,6.14,45.76,,a and b of this
PAB04,1,1990,9,6,n00b,fl,a,3,19.18,0.2,7.26,84.66,,watershed
PAB04,1,1990,9,6,n00b,fl,a,4,25.2,22.29,10.8,107.7,,
PAB04,1,1990,9,6,n00b,fl,a,5,21.87,2.54,5.16,54.85,,
PAB04,1,1990,9,6,n00b,fl,b,1,22.7,0,4.13,68.5,,no forbs
PAB04,1,1990,9,6,n00b,fl,b,2,9.2,30.46,8.04,52.46,,
PAB04,1,1990,9,6,n00b,fl,b,3,22.25,1.22,11.47,68.57,,
PAB04,1,1990,9,6,n00b,fl,b,4,26.81,0.49,10.23,52.05,,
PAB04,1,1990,9,6,n00b,fl,b,5,12.51,8.71,2.09,58.66,,
PAB04,1,1990,9,6,n00b,fl,c,1,13.74,44.32,9.96,43.97,,
PAB04,1,1990,9,6,n00b,fl,c,2,11.07,29.09,5.54,70.48,,
PAB04,1,1990,9,6,n00b,fl,c,3,16.13,8.45,3.67,29.33,,
PAB04,1,1990,9,6,n00b,fl,c,4,19.25,7.71,10.21,29.53,,
PAB04,1,1990,9,6,n00b,fl,c,5,2.1,17.37,0.39,40.03,,
PAB04,1,1990,9,6,n00b,fl,e,1,7.98,9,8.14,27.13,,
PAB04,1,1990,9,6,n00b,fl,e,2,11.97,8.08,7.42,33.02,,
PAB04,1,1990,9,6,n00b,fl,e,3,15.19,0.33,11.57,34.81,,
PAB04,1,1990,9,6,n00b,fl,e,4,10.74,7.3,7.37,21.96,,
PAB04,1,1990,9,6,n00b,fl,e,5,10.21,8.77,3.64,26.41,,
PAB04,1,1990,9,6,n00b,tu,a,1,29.21,6.11,9.01,67.17,,N(2) for transects
PAB04,1,1990,9,6,n00b,tu,a,2,18.91,1.22,4.92,45.45,,a and b of this
PAB04,1,1990,9,6,n00b,tu,a,3,21.71,0.12,8.01,36.23,,watershed
PAB04,1,1990,9,6,n00b,tu,a,4,16.04,0.82,5.88,38.6,,
PAB04,1,1990,9,6,n00b,tu,a,5,42.31,5.51,15.01,74.97,,
PAB04,1,1990,9,6,n00b,tu,b,1,28.74,11.85,18.53,83.38,,
PAB04,1,1990,9,6,n00b,tu,b,2,20.43,38.03,4.94,35.01,,
PAB04,1,1990,9,6,n00b,tu,b,3,6.15,47.81,1.29,77.08,,
PAB04,1,1990,9,6,n00b,tu,b,4,24.67,48.82,6.07,58.39,,
PAB04,1,1990,9,6,n00b,tu,b,5,18.79,13.27,6.02,54.9,,
PAB04,1,1990,9,6,n00b,tu,c,1,31.42,9.73,7.71,62.73,,
PAB04,1,1990,9,6,n00b,tu,c,2,17.48,23.02,6.85,88.93,,
PAB04,1,1990,9,6,n00b,tu,c,3,36.74,0,16.33,99.34,,no forbs
PAB04,1,1990,9,6,n00b,tu,c,4,12.69,10.61,5.04,51.21,,
PAB04,1,1990,9,6,n00b,tu,c,5,17.94,22.27,7.87,56.88,,
PAB04,1,1990,9,6,n00b,tu,d,1,14.2,21.38,3.36,71.43,,
PAB04,1,1990,9,6,n00b,tu,d,2,35.49,18.42,7.95,52.62,,
PAB04,1,1990,9,6,n00b,tu,d,3,29.43,15.36,7.89,102.98,,
PAB04,1,1990,9,6,n00b,tu,d,4,13.17,27.29,7.44,94.43,,
PAB04,1,1990,9,6,n00b,tu,d,5,23.61,6.16,8.96,48.59,,
PAB04,1,1990,9,20,001c,tu,a,1,25.06,16.61,16.17,,,
PAB04,1,1990,9,20,001c,tu,a,2,30.54,3.66,16.42,,,
PAB04,1,1990,9,20,001c,tu,a,3,26.67,27.63,15.29,,,
PAB04,1,1990,9,20,001c,tu,a,4,26.35,5.62,13.34,,,
PAB04,1,1990,9,20,001c,tu,a,5,28.61,3.82,27.76,,,
PAB04,1,1990,9,20,001c,tu,b,1,61.99,11.02,18.48,,,
PAB04,1,1990,9,20,001c,tu,b,2,32.53,7.61,16.68,,,
PAB04,1,1990,9,20,001c,tu,b,3,38.09,20.73,23.64,,,
PAB04,1,1990,9,20,001c,tu,b,4,33.69,3.06,19.61,,,
PAB04,1,1990,9,20,001c,tu,b,5,43.98,0.91,15.72,,,
PAB04,1,1990,9,20,001c,tu,c,1,60.16,4.45,16.7,,,
PAB04,1,1990,9,20,001c,tu,c,2,46.53,26.21,19.14,,,
PAB04,1,1990,9,20,001c,tu,c,3,47.06,7.47,20.44,,,
PAB04,1,1990,9,20,001c,tu,c,4,36.51,4.76,17.64,,,
PAB04,1,1990,9,20,001c,tu,c,5,48.59,0,30.74,,,no forbs
PAB04,1,1990,9,20,001c,tu,d,1,48.03,1.18,14.24,,,
PAB04,1,1990,9,20,001c,tu,d,2,41.22,1.79,13.73,,,
PAB04,1,1990,9,20,001c,tu,d,3,38.53,10.13,16.16,,,
PAB04,1,1990,9,20,001c,tu,d,4,30.19,0.72,12.52,,,
PAB04,1,1990,9,20,001c,tu,d,5,40.39,11.37,13.09,,,
