DATACODE,RECTYPE,RECYEAR,RECMONTH,RECDAY,WATERSHED,GRAZE,CAGE,PLOTNUM,LVGRASS,FORBS,CUYRDEAD,PRYRDEAD,WOODY,COMMENT
PEB01,1,1997,9,26,n04a,g,12,1,19.01,2.87,6.31,52.38,0.20,
PEB01,1,1997,9,26,n04a,g,12,2,14.68,0.09,2.75,22.85,0.05,
PEB01,1,1997,9,26,n04a,g,12,3,19.23,5.77,6.62,48.02,0.00,
PEB01,1,1997,9,26,n04a,g,12,4,18.73,0.99,5.25,63.92,0.14,
PEB01,1,1997,9,26,n04a,g,12,5,26.01,0.46,5.59,31.72,0.00,
PEB01,1,1997,9,26,n04a,g,12,6,20.49,1.04,6.12,65.29,0.00,
PEB01,1,1997,9,26,n04a,g,12,7,16.26,1.46,8.24,59.26,0.10,
PEB01,1,1997,9,26,n04a,g,12,8,17.86,0.54,6.98,49.68,0.00,
PEB01,1,1997,9,26,n04a,g,12,9,16.65,0.45,5.59,56.85,0.00,
PEB01,1,1997,10,3,n04a,g,13,1,14.25,0.99,3.59,45.88,0.00,
PEB01,1,1997,10,3,n04a,g,13,2,19.12,2.75,7.30,41.00,0.00,
PEB01,1,1997,10,3,n04a,g,13,3,11.87,1.77,3.91,61.32,0.00,
PEB01,1,1997,10,3,n04a,g,13,4,12.03,3.32,6.54,64.26,0.00,
PEB01,1,1997,10,3,n04a,g,13,5,17.13,2.57,6.91,15.11,0.00,
PEB01,1,1997,10,3,n04a,g,13,6,12.28,2.45,4.23,47.44,0.00,
PEB01,1,1997,10,3,n04a,g,13,7,12.14,2.50,11.63,58.07,0.00,
PEB01,1,1997,10,3,n04a,g,13,8,9.97,3.09,6.66,66.81,0.00,
PEB01,1,1997,10,3,n04a,g,13,9,12.27,4.64,9.25,46.37,0.00,
PEB01,1,1997,10,3,n04a,g,14,1,17.03,0.09,5.00,26.96,0.00,
PEB01,1,1997,10,3,n04a,g,14,2,19.82,0.01,7.40,47.02,0.06,
PEB01,1,1997,10,3,n04a,g,14,3,19.89,2.17,6.24,20.35,0.00,
PEB01,1,1997,10,3,n04a,g,14,4,15.08,0.63,7.25,21.98,0.00,
PEB01,1,1997,10,3,n04a,g,14,5,21.39,2.88,5.64,34.70,0.00,
PEB01,1,1997,10,3,n04a,g,14,6,16.52,0.53,18.50,61.92,0.00,
PEB01,1,1997,10,3,n04a,g,14,7,13.16,0.22,3.44,32.26,0.01,
PEB01,1,1997,10,3,n04a,g,14,8,14.64,2.92,6.07,12.97,0.00,
PEB01,1,1997,10,3,n04a,g,14,9,4.11,0.06,5.55,40.36,0.00,
PEB01,1,1997,10,3,n04a,g,15,1,10.61,0.72,6.17,20.08,0.00,
PEB01,1,1997,10,3,n04a,g,15,2,15.69,1.47,8.20,26.55,0.00,
PEB01,1,1997,10,3,n04a,g,15,3,13.89,2.37,5.18,27.06,0.00,
PEB01,1,1997,10,3,n04a,g,15,4,18.01,8.08,10.75,40.90,0.00,
PEB01,1,1997,10,3,n04a,g,15,5,10.68,0.35,10.69,46.41,0.00,
PEB01,1,1997,10,3,n04a,g,15,6,23.80,2.94,9.65,17.52,0.00,
PEB01,1,1997,10,3,n04a,g,15,7,18.52,1.95,5.95,50.49,0.00,
PEB01,1,1997,10,3,n04a,g,15,8,15.90,3.15,6.18,22.28,0.00,
PEB01,1,1997,10,3,n04a,g,15,9,20.77,5.78,7.78,44.49,0.00,
PEB01,1,1997,10,3,n04a,g,16,1,14.90,3.14,7.17,58.84,0.00,Side panel to
PEB01,1,1997,10,3,n04a,g,16,2,19.07,8.04,6.27,50.09,0.00,exclosure torn
PEB01,1,1997,10,3,n04a,g,16,3,28.87,1.22,8.66,58.29,0.00,off but area did
PEB01,1,1997,10,3,n04a,g,16,4,26.53,4.44,10.69,57.55,0.00,not appear
PEB01,1,1997,10,3,n04a,g,16,5,27.73,4.93,13.92,72.40,0.00,trampled/grazed.
PEB01,1,1997,10,3,n04a,g,16,6,20.74,25.78,10.20,90.78,0.00,Open side
PEB01,1,1997,10,3,n04a,g,16,7,25.44,5.07,8.93,51.49,0.00,appeared to have
PEB01,1,1997,10,3,n04a,g,16,8,19.86,4.33,8.88,27.79,0.00,small amount of
PEB01,1,1997,10,3,n04a,g,16,9,18.47,14.93,10.69,28.93,0.00,grazing on edge.
PEB01,1,1997,9,29,n01b,g,17,1,22.71,0.26,12.06,0.00,0.00,
PEB01,1,1997,9,29,n01b,g,17,2,19.17,0.83,8.17,0.00,0.00,
PEB01,1,1997,9,29,n01b,g,17,3,18.02,0.63,7.39,0.00,0.00,
PEB01,1,1997,9,29,n01b,g,17,4,29.40,2.97,10.53,0.00,0.00,
PEB01,1,1997,9,29,n01b,g,17,5,13.16,2.13,8.09,0.00,0.00,
PEB01,1,1997,9,29,n01b,g,17,6,38.49,0.19,13.68,0.00,0.00,
PEB01,1,1997,9,29,n01b,g,17,7,21.64,0.67,9.20,0.00,0.00,
PEB01,1,1997,9,29,n01b,g,17,8,36.21,0.44,18.32,0.00,0.00,
PEB01,1,1997,9,29,n01b,g,17,9,20.03,0.32,7.58,0.00,0.00,
PEB01,1,1997,9,29,n01b,g,18,1,17.18,11.69,8.43,0.00,0.00,
PEB01,1,1997,9,29,n01b,g,18,2,30.70,0.00,11.05,0.00,0.00,
PEB01,1,1997,9,29,n01b,g,18,3,28.81,15.72,12.66,0.00,0.00,
PEB01,1,1997,9,29,n01b,g,18,4,29.81,0.00,14.05,0.00,0.00,
PEB01,1,1997,9,29,n01b,g,18,5,16.43,11.93,6.11,0.00,0.00,
PEB01,1,1997,9,29,n01b,g,18,6,26.62,0.00,18.00,0.00,0.00,
PEB01,1,1997,9,29,n01b,g,18,7,4.46,32.45,1.27,0.00,0.00,
PEB01,1,1997,9,29,n01b,g,18,8,30.42,4.43,14.47,0.00,0.00,
PEB01,1,1997,9,29,n01b,g,18,9,28.97,4.64,11.67,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,19,1,20.68,6.18,13.27,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,19,2,18.20,7.68,12.14,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,19,3,22.03,9.69,10.85,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,19,4,21.23,5.36,10.91,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,19,5,21.89,6.38,12.33,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,19,6,22.29,3.70,10.03,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,19,7,32.84,5.90,12.49,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,19,8,25.48,11.14,14.50,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,19,9,27.46,5.15,11.14,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,20,1,9.73,3.06,9.08,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,20,2,23.65,2.63,13.49,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,20,3,26.10,9.51,7.72,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,20,4,16.50,9.48,8.92,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,20,5,13.06,5.72,10.26,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,20,6,16.46,6.21,10.48,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,20,7,18.67,3.43,11.06,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,20,8,10.03,4.18,5.77,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,20,9,23.24,1.10,15.89,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,21,1,17.47,0.19,7.13,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,21,2,18.41,3.32,11.16,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,21,3,20.68,0.61,11.65,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,21,4,23.10,1.82,12.12,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,21,5,20.57,1.00,8.60,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,21,6,17.68,2.93,8.18,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,21,7,20.90,2.62,11.85,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,21,8,19.66,0.72,12.12,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,21,9,23.28,0.15,9.65,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,22,1,10.13,1.27,3.38,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,22,2,17.62,10.22,9.60,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,22,3,18.73,1.77,7.04,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,22,4,32.78,0.15,11.42,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,22,5,14.42,0.32,8.30,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,22,6,13.00,1.34,6.51,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,22,7,18.50,1.52,6.37,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,22,8,11.07,1.14,4.64,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,22,9,15.98,0.57,7.33,0.00,1.32,
PEB01,1,1997,10,1,n01b,g,23,1,27.46,2.04,15.51,0.00,0.91,
PEB01,1,1997,10,1,n01b,g,23,2,12.49,2.46,7.02,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,23,3,24.71,3.30,12.40,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,23,4,18.41,6.44,9.01,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,23,5,15.89,0.20,13.83,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,23,6,14.08,17.91,6.78,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,23,7,17.99,1.93,12.28,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,23,8,18.29,3.09,9.52,0.00,0.00,
PEB01,1,1997,10,1,n01b,g,23,9,21.72,2.60,10.10,0.00,0.00,
PEB01,1,1997,9,17,n01b,g,24,1,21.26,1.06,7.77,0.00,0.00,
PEB01,1,1997,9,17,n01b,g,24,2,21.74,3.84,7.51,0.00,0.00,
PEB01,1,1997,9,17,n01b,g,24,3,24.79,1.75,6.85,0.00,0.00,
PEB01,1,1997,9,17,n01b,g,24,4,21.94,0.95,4.73,0.00,0.00,
PEB01,1,1997,9,17,n01b,g,24,5,23.72,2.44,9.60,0.00,0.00,
PEB01,1,1997,9,17,n01b,g,24,6,19.42,1.44,7.67,0.00,0.00,
PEB01,1,1997,9,17,n01b,g,24,7,24.90,0.56,8.35,0.00,0.00,
PEB01,1,1997,9,17,n01b,g,24,8,17.99,2.54,5.97,0.00,0.43,
PEB01,1,1997,9,17,n01b,g,24,9,16.13,1.54,6.06,0.00,0.00,
PEB01,1,1997,9,29,n04d,g,25,1,14.99,5.60,4.67,88.98,0.00,
PEB01,1,1997,9,29,n04d,g,25,2,20.14,1.26,12.49,43.29,5.30,
PEB01,1,1997,9,29,n04d,g,25,3,11.35,2.30,5.64,107.00,0.00,
PEB01,1,1997,9,29,n04d,g,25,4,17.69,0.55,2.16,59.59,0.00,
PEB01,1,1997,9,29,n04d,g,25,5,15.56,4.44,8.97,52.62,4.13,
PEB01,1,1997,9,29,n04d,g,25,6,13.56,8.47,11.12,54.85,0.00,
PEB01,1,1997,9,29,n04d,g,25,7,11.37,0.00,14.30,87.47,0.00,
PEB01,1,1997,9,29,n04d,g,25,8,11.22,7.01,10.86,49.20,0.00,
PEB01,1,1997,9,29,n04d,g,25,9,15.34,0.92,6.61,59.20,0.00,
PEB01,1,1997,9,29,n04d,g,26,1,15.39,0.00,2.69,71.63,0.00,
PEB01,1,1997,9,29,n04d,g,26,2,17.72,6.98,18.73,44.62,0.00,
PEB01,1,1997,9,29,n04d,g,26,3,17.80,5.03,4.69,62.06,0.00,
PEB01,1,1997,9,29,n04d,g,26,4,9.46,6.60,9.11,41.72,0.00,
PEB01,1,1997,9,29,n04d,g,26,5,15.02,1.70,2.98,71.71,0.00,
PEB01,1,1997,9,29,n04d,g,26,6,15.41,0.04,5.72,64.79,4.63,
PEB01,1,1997,9,29,n04d,g,26,7,23.57,9.60,4.06,50.18,0.00,
PEB01,1,1997,9,29,n04d,g,26,8,10.47,17.18,1.82,41.35,0.00,
PEB01,1,1997,9,29,n04d,g,26,9,15.83,3.46,1.13,68.51,0.00,
PEB01,1,1997,9,29,n04d,g,27,1,13.07,5.22,1.03,42.35,0.00,
PEB01,1,1997,9,29,n04d,g,27,2,10.26,11.22,1.17,78.96,8.67,
PEB01,1,1997,9,29,n04d,g,27,3,9.82,2.29,1.53,58.63,7.14,
PEB01,1,1997,9,29,n04d,g,27,4,19.81,1.10,4.66,44.93,0.00,
PEB01,1,1997,9,29,n04d,g,27,5,17.10,3.43,2.48,61.99,0.00,
PEB01,1,1997,9,29,n04d,g,27,6,9.40,6.54,5.27,72.55,0.00,
PEB01,1,1997,9,29,n04d,g,27,7,15.44,0.86,1.74,75.51,0.00,
PEB01,1,1997,9,29,n04d,g,27,8,15.18,2.31,4.90,82.96,0.00,
PEB01,1,1997,9,29,n04d,g,27,9,7.95,3.86,1.37,36.70,0.00,
PEB01,1,1997,9,29,n04d,g,28,1,23.37,0.41,7.65,38.11,0.00,
PEB01,1,1997,9,29,n04d,g,28,2,10.83,3.43,3.41,26.23,0.00,
PEB01,1,1997,9,29,n04d,g,28,3,12.73,4.06,7.52,48.16,0.00,
PEB01,1,1997,9,29,n04d,g,28,4,15.16,0.90,7.25,36.14,0.00,
PEB01,1,1997,9,29,n04d,g,28,5,9.99,5.06,10.31,48.45,0.00,
PEB01,1,1997,9,29,n04d,g,28,6,19.51,0.44,5.94,53.57,0.00,
PEB01,1,1997,9,29,n04d,g,28,7,12.41,1.59,3.71,24.46,0.00,
PEB01,1,1997,9,29,n04d,g,28,8,13.61,0.35,5.58,30.79,0.00,
PEB01,1,1997,9,29,n04d,g,28,9,11.02,3.40,12.62,67.95,0.00,
PEB01,1,1997,10,1,n04d,g,29,1,10.28,17.11,6.50,58.41,0.00,
PEB01,1,1997,10,1,n04d,g,29,2,16.00,2.19,5.90,20.68,0.00,
PEB01,1,1997,10,1,n04d,g,29,3,13.28,4.32,4.28,63.25,0.00,
PEB01,1,1997,10,1,n04d,g,29,4,14.38,3.17,5.95,50.30,0.00,
PEB01,1,1997,10,1,n04d,g,29,5,5.88,12.48,1.69,148.76,0.00,
PEB01,1,1997,10,1,n04d,g,29,6,18.83,4.07,7.65,50.99,0.00,
PEB01,1,1997,10,1,n04d,g,29,7,9.68,10.07,5.40,72.86,0.00,
PEB01,1,1997,10,1,n04d,g,29,8,12.88,5.78,7.73,87.94,0.00,
PEB01,1,1997,10,1,n04d,g,29,9,11.22,7.88,4.74,40.39,0.00,
PEB01,1,1997,10,6,n04d,g,30,1,13.96,0.44,3.52,39.97,0.00,
PEB01,1,1997,10,6,n04d,g,30,2,10.71,0.37,10.91,38.00,0.00,
PEB01,1,1997,10,6,n04d,g,30,3,18.68,0.19,11.21,77.77,0.00,
PEB01,1,1997,10,6,n04d,g,30,4,17.34,1.09,7.91,39.42,0.00,
PEB01,1,1997,10,6,n04d,g,30,5,9.54,0.14,4.76,32.21,0.00,
PEB01,1,1997,10,6,n04d,g,30,6,23.48,2.76,8.58,65.69,0.00,
PEB01,1,1997,10,6,n04d,g,30,7,23.79,0.27,6.35,56.63,0.20,
PEB01,1,1997,10,6,n04d,g,30,8,23.37,0.27,6.04,29.25,0.00,
PEB01,1,1997,10,6,n04d,g,30,9,12.12,0.13,9.67,30.57,0.00,
PEB01,1,1997,10,3,n04d,g,31,1,13.16,1.48,2.58,54.18,4.70,
PEB01,1,1997,10,3,n04d,g,31,2,16.46,0.48,8.32,52.73,0.01,
PEB01,1,1997,10,3,n04d,g,31,3,28.16,0.17,18.21,27.80,5.70,
PEB01,1,1997,10,3,n04d,g,31,4,12.49,0.80,9.21,27.26,0.00,
PEB01,1,1997,10,3,n04d,g,31,5,18.19,1.36,11.61,54.89,0.00,
PEB01,1,1997,10,3,n04d,g,31,6,13.66,3.28,5.16,44.76,0.00,
PEB01,1,1997,10,3,n04d,g,31,7,3.46,0.66,2.40,82.05,3.85,
PEB01,1,1997,10,3,n04d,g,31,8,19.57,0.25,13.74,51.57,3.57,
PEB01,1,1997,10,3,n04d,g,31,9,18.64,1.08,5.93,60.58,0.00,
PEB01,1,1997,10,3,n04d,g,32,1,8.51,3.87,7.67,31.23,0.00,
PEB01,1,1997,10,3,n04d,g,32,2,13.06,4.10,3.77,63.17,0.00,
PEB01,1,1997,10,3,n04d,g,32,3,14.32,2.69,7.99,65.18,0.00,
PEB01,1,1997,10,3,n04d,g,32,4,9.79,3.89,4.50,54.33,0.00,
PEB01,1,1997,10,3,n04d,g,32,5,19.18,1.80,6.89,35.08,0.00,
PEB01,1,1997,10,3,n04d,g,32,6,9.98,3.83,5.06,41.77,0.00,
PEB01,1,1997,10,3,n04d,g,32,7,20.30,0.84,5.45,41.21,0.00,
PEB01,1,1997,10,3,n04d,g,32,8,16.62,4.45,4.17,35.03,0.00,
PEB01,1,1997,10,3,n04d,g,32,9,18.80,1.41,10.47,22.61,0.00,
PEB01,1,1997,9,19,n01a,u,1,1,20.89,0.00,8.78,0.00,0.91,
PEB01,1,1997,9,19,n01a,u,1,2,34.28,1.84,13.58,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,1,3,20.33,7.71,6.98,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,1,4,20.41,2.25,8.80,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,1,5,23.15,0.16,10.25,0.00,6.63,
PEB01,1,1997,9,19,n01a,u,1,6,29.75,2.06,11.42,0.00,0.50,
PEB01,1,1997,9,19,n01a,u,1,7,26.13,5.96,9.19,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,1,8,23.81,0.03,11.36,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,1,9,21.00,0.08,10.34,0.00,0.63,
PEB01,1,1997,9,19,n01a,u,2,1,22.05,1.97,9.24,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,2,2,25.19,2.76,12.02,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,2,3,18.97,1.70,7.14,0.00,5.98,
PEB01,1,1997,9,19,n01a,u,2,4,17.78,3.40,9.87,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,2,5,25.81,2.25,10.78,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,2,6,27.81,2.22,9.74,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,2,7,18.20,10.51,6.92,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,2,8,27.42,2.56,9.68,0.00,14.74,
PEB01,1,1997,9,19,n01a,u,2,9,11.97,28.44,10.97,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,3,1,24.52,1.74,11.43,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,3,2,31.06,0.00,14.21,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,3,3,27.48,4.20,10.29,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,3,4,19.03,1.42,5.32,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,3,5,32.85,0.87,12.93,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,3,6,22.75,0.00,11.55,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,3,7,10.28,0.15,23.11,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,3,8,31.92,0.00,12.19,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,3,9,18.24,0.82,6.47,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,4,1,23.50,1.25,9.42,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,4,2,20.28,2.46,8.35,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,4,3,26.31,0.84,10.95,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,4,4,27.09,2.20,8.56,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,4,5,26.30,0.33,9.67,0.00,0.43,
PEB01,1,1997,9,19,n01a,u,4,6,26.27,4.80,10.67,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,4,7,27.53,0.00,11.63,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,4,8,30.23,3.23,10.06,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,4,9,31.22,5.63,18.35,0.00,0.00,
PEB01,1,1997,9,26,n01a,u,5,1,21.13,0.00,9.11,0.00,0.00,
PEB01,1,1997,9,26,n01a,u,5,2,22.84,0.00,8.18,0.00,0.00,
PEB01,1,1997,9,26,n01a,u,5,3,22.99,0.00,12.18,0.00,0.00,
PEB01,1,1997,9,26,n01a,u,5,4,25.42,0.98,13.09,0.00,0.00,
PEB01,1,1997,9,26,n01a,u,5,5,21.50,0.07,6.41,0.00,0.00,
PEB01,1,1997,9,26,n01a,u,5,6,21.39,0.00,9.16,0.00,0.00,
PEB01,1,1997,9,26,n01a,u,5,7,29.23,0.01,10.10,0.00,0.00,
PEB01,1,1997,9,26,n01a,u,5,8,22.38,0.03,7.41,0.00,0.00,
PEB01,1,1997,9,26,n01a,u,5,9,23.25,2.08,8.65,0.00,0.00,
PEB01,1,1997,9,26,n01a,u,6,1,17.96,0.00,6.75,0.00,0.00,
PEB01,1,1997,9,26,n01a,u,6,2,15.32,0.02,5.39,0.00,1.15,
PEB01,1,1997,9,26,n01a,u,6,3,32.14,0.00,8.90,0.00,0.00,
PEB01,1,1997,9,26,n01a,u,6,4,27.73,0.09,11.03,0.00,0.00,
PEB01,1,1997,9,26,n01a,u,6,5,18.35,0.02,8.18,0.00,0.00,
PEB01,1,1997,9,26,n01a,u,6,6,24.03,0.00,9.13,0.00,0.10,
PEB01,1,1997,9,26,n01a,u,6,7,21.72,0.00,6.95,0.00,0.00,
PEB01,1,1997,9,26,n01a,u,6,8,16.51,0.00,8.97,0.00,0.00,
PEB01,1,1997,9,26,n01a,u,6,9,35.62,0.00,12.14,0.00,0.00,
PEB01,1,1997,9,26,n01a,u,7,1,13.72,0.00,7.40,0.00,0.00,
PEB01,1,1997,9,26,n01a,u,7,2,20.61,0.00,7.61,0.00,0.00,
PEB01,1,1997,9,26,n01a,u,7,3,21.64,0.00,10.87,0.00,0.00,
PEB01,1,1997,9,26,n01a,u,7,4,21.98,0.00,7.61,0.00,0.00,
PEB01,1,1997,9,26,n01a,u,7,5,19.74,0.06,7.94,0.00,0.00,
PEB01,1,1997,9,26,n01a,u,7,6,29.71,0.06,9.44,0.00,0.00,
PEB01,1,1997,9,26,n01a,u,7,7,14.78,0.12,9.97,0.00,0.00,
PEB01,1,1997,9,26,n01a,u,7,8,18.92,0.04,8.49,0.00,0.00,
PEB01,1,1997,9,26,n01a,u,7,9,22.56,0.04,10.94,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,8,1,22.88,0.00,6.46,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,8,2,38.62,0.00,13.33,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,8,3,31.42,0.47,12.67,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,8,4,31.62,22.28,10.60,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,8,5,31.66,0.36,10.80,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,8,6,36.50,0.86,13.54,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,8,7,38.88,0.00,12.27,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,8,8,24.63,0.54,8.30,0.00,0.00,
PEB01,1,1997,9,19,n01a,u,8,9,21.32,0.00,8.77,0.00,0.00,
PEB01,1,1997,9,19,n04a,u,9,1,10.75,1.85,1.65,69.41,0.00,
PEB01,1,1997,9,19,n04a,u,9,2,26.75,19.11,6.44,33.17,0.00,
PEB01,1,1997,9,19,n04a,u,9,3,13.23,4.36,3.53,66.37,0.00,
PEB01,1,1997,9,19,n04a,u,9,4,17.15,9.55,6.65,91.82,0.00,
PEB01,1,1997,9,19,n04a,u,9,5,17.75,11.05,2.71,70.50,2.23,
PEB01,1,1997,9,19,n04a,u,9,6,11.64,0.05,1.45,162.85,0.00,
PEB01,1,1997,9,19,n04a,u,9,7,31.15,0.88,4.49,56.56,0.00,
PEB01,1,1997,9,19,n04a,u,9,8,13.89,0.02,4.71,60.63,2.57,
PEB01,1,1997,9,19,n04a,u,9,9,17.21,4.89,3.32,57.78,5.95,
PEB01,1,1997,9,19,n04a,u,10,1,14.19,6.61,2.02,43.58,0.00,
PEB01,1,1997,9,19,n04a,u,10,2,12.63,12.50,2.94,119.80,0.00,
PEB01,1,1997,9,19,n04a,u,10,3,27.01,3.27,6.09,115.99,0.00,
PEB01,1,1997,9,19,n04a,u,10,4,24.86,6.60,6.88,62.81,0.00,
PEB01,1,1997,9,19,n04a,u,10,5,15.40,9.40,4.26,46.98,0.09,
PEB01,1,1997,9,19,n04a,u,10,6,16.84,1.02,12.31,74.96,0.00,
PEB01,1,1997,9,19,n04a,u,10,7,23.35,0.71,5.80,65.21,0.00,
PEB01,1,1997,9,19,n04a,u,10,8,11.51,0.83,3.44,97.52,0.00,
PEB01,1,1997,9,19,n04a,u,10,9,15.97,0.19,3.22,31.50,0.00,
PEB01,1,1997,9,26,n04a,u,11,1,31.76,0.74,5.01,35.53,0.00,
PEB01,1,1997,9,26,n04a,u,11,2,27.04,2.85,4.29,131.57,0.00,
PEB01,1,1997,9,26,n04a,u,11,3,9.88,17.89,2.18,114.17,0.00,
PEB01,1,1997,9,26,n04a,u,11,4,10.80,0.00,3.13,46.48,0.24,
PEB01,1,1997,9,26,n04a,u,11,5,19.10,18.44,4.24,144.10,0.00,
PEB01,1,1997,9,26,n04a,u,11,6,12.93,43.03,2.30,78.88,0.00,
PEB01,1,1997,9,26,n04a,u,11,7,18.52,0.09,7.22,54.55,0.00,
PEB01,1,1997,9,26,n04a,u,11,8,14.06,2.03,9.45,69.16,0.00,
PEB01,1,1997,9,26,n04a,u,11,9,18.18,3.47,2.46,79.95,0.45,
PEB01,1,1997,9,26,n04a,u,12,1,21.68,8.17,9.81,81.78,0.00,
PEB01,1,1997,9,26,n04a,u,12,2,21.66,1.19,7.84,38.39,0.00,
PEB01,1,1997,9,26,n04a,u,12,3,10.10,0.43,8.88,113.35,0.00,
PEB01,1,1997,9,26,n04a,u,12,4,23.93,11.35,6.99,61.16,0.00,
PEB01,1,1997,9,26,n04a,u,12,5,15.82,1.38,3.09,82.67,0.00,
PEB01,1,1997,9,26,n04a,u,12,6,8.64,2.38,2.69,52.21,0.00,
PEB01,1,1997,9,26,n04a,u,12,7,14.43,4.46,3.34,80.87,0.00,
PEB01,1,1997,9,26,n04a,u,12,8,9.62,7.47,2.54,82.68,0.00,
PEB01,1,1997,9,26,n04a,u,12,9,14.49,8.39,1.51,73.13,0.00,
PEB01,1,1997,10,3,n04a,u,13,1,14.71,6.99,4.74,29.55,0.00,
PEB01,1,1997,10,3,n04a,u,13,2,8.34,1.03,4.92,59.75,0.00,
PEB01,1,1997,10,3,n04a,u,13,3,11.96,6.43,3.46,89.58,0.00,
PEB01,1,1997,10,3,n04a,u,13,4,18.34,4.96,3.22,33.25,2.70,
PEB01,1,1997,10,3,n04a,u,13,5,18.63,5.86,5.45,51.12,0.00,
PEB01,1,1997,10,3,n04a,u,13,6,12.18,0.70,5.56,47.03,0.00,
PEB01,1,1997,10,3,n04a,u,13,7,26.79,5.13,8.12,82.91,0.00,
PEB01,1,1997,10,3,n04a,u,13,8,16.64,3.06,4.16,61.98,0.00,
PEB01,1,1997,10,3,n04a,u,13,9,13.90,0.37,4.02,76.85,0.00,
PEB01,1,1997,10,3,n04a,u,14,1,15.40,2.20,13.33,35.26,0.00,Ground was torn
