Year,Treatment,Station,Replicate,Source,Campaign,Date,Species,Fraction,biomass_g_m2,anpp_total,Pseudo_PercCover,Disturbed_Microplot,Fertilized_Microplot,Method,area_sampled,meantemp,annualprecip
1999,T7,S1,R1,MCSE (Table 291),Peak Biomass,8/11/99,Hieracium sp. (*),WHOLE,0.46,418.57,0.109897986,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R1,MCSE (Table 291),Peak Biomass,8/11/99,Juncus tenuis Willd.,WHOLE,0.23,418.57,0.054948993,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R1,MCSE (Table 291),Peak Biomass,8/11/99,Phleum pratense L.,WHOLE,69.8,418.57,16.67582483,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R1,MCSE (Table 291),Peak Biomass,8/11/99,Poa pratensis L.,WHOLE,38.79,418.57,9.267267124,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R1,MCSE (Table 291),Peak Biomass,8/11/99,Solidago canadensis L.,WHOLE,180.23,418.57,43.05850873,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R1,MCSE (Table 291),Peak Biomass,8/11/99,Standing Dead,WHOLE,91.09,418.57,21.76219031,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R1,MCSE (Table 291),Peak Biomass,8/11/99,Taraxacum officinale Weber in,WHOLE,0.01,418.57,0.002389087,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R1,MCSE (Table 291),Peak Biomass,8/11/99,Trifolium pratense L.,WHOLE,34.3,418.57,8.194567217,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R2,MCSE (Table 291),Peak Biomass,8/11/99,Abutilon theophrasti Medikus,WHOLE,0.02,660.75,0.003026863,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R2,MCSE (Table 291),Peak Biomass,8/11/99,Apocynum cannabinum L.,WHOLE,101.06,660.75,15.29474082,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R2,MCSE (Table 291),Peak Biomass,8/11/99,Aster basal leaves,WHOLE,0.04,660.75,0.006053727,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R2,MCSE (Table 291),Peak Biomass,8/11/99,Chenopodium album L.,WHOLE,0.02,660.75,0.003026863,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R2,MCSE (Table 291),Peak Biomass,8/11/99,Daucus carota L.,WHOLE,0.09,660.75,0.013620885,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R2,MCSE (Table 291),Peak Biomass,8/11/99,Dicots,WHOLE,0.07,660.75,0.010594022,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R2,MCSE (Table 291),Peak Biomass,8/11/99,Erigeron annuus (L.) Pers.,WHOLE,2.86,660.75,0.432841468,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R2,MCSE (Table 291),Peak Biomass,8/11/99,Geum sp.,WHOLE,2.1,660.75,0.317820658,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R2,MCSE (Table 291),Peak Biomass,8/11/99,Hypericum perforatum L.,WHOLE,0.04,660.75,0.006053727,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R2,MCSE (Table 291),Peak Biomass,8/11/99,Oxalis stricta L.,WHOLE,0,660.75,0,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R2,MCSE (Table 291),Peak Biomass,8/11/99,Phleum pratense L.,WHOLE,1.81,660.75,0.273931139,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R2,MCSE (Table 291),Peak Biomass,8/11/99,Poa pratensis L.,WHOLE,73.36,660.75,11.102535,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R2,MCSE (Table 291),Peak Biomass,8/11/99,Potentilla recta L.,WHOLE,7.53,660.75,1.139614075,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R2,MCSE (Table 291),Peak Biomass,8/11/99,Potentilla simplex Michx.,WHOLE,0.04,660.75,0.006053727,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R2,MCSE (Table 291),Peak Biomass,8/11/99,Rubus sp. (*),WHOLE,22.13,660.75,3.349224366,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R2,MCSE (Table 291),Peak Biomass,8/11/99,Rumex crispus L.,WHOLE,6.32,660.75,0.956488838,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R2,MCSE (Table 291),Peak Biomass,8/11/99,Solidago canadensis L.,WHOLE,306.93,660.75,46.45175936,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R2,MCSE (Table 291),Peak Biomass,8/11/99,Standing Dead,WHOLE,127.91,660.75,19.35830496,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R2,MCSE (Table 291),Peak Biomass,8/11/99,Taraxacum officinale Weber in,WHOLE,6.29,660.75,0.951948543,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R2,MCSE (Table 291),Peak Biomass,8/11/99,Trifolium pratense L.,WHOLE,2.13,660.75,0.322360953,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R3,MCSE (Table 291),Peak Biomass,8/11/99,Achillea millefolium L.,WHOLE,0.3,663.5,0.04521477,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R3,MCSE (Table 291),Peak Biomass,8/11/99,Apocynum cannabinum L.,WHOLE,26.55,663.5,4.001507159,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R3,MCSE (Table 291),Peak Biomass,8/11/99,Aster pilosus Willd.,WHOLE,9.61,663.5,1.448379804,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R3,MCSE (Table 291),Peak Biomass,8/11/99,Barbarea vulgaris R. Br.,WHOLE,0.58,663.5,0.087415222,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R3,MCSE (Table 291),Peak Biomass,8/11/99,Cerastium vulgatum L.,WHOLE,0.08,663.5,0.012057272,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R3,MCSE (Table 291),Peak Biomass,8/11/99,Daucus carota L.,WHOLE,31,663.5,4.672192916,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R3,MCSE (Table 291),Peak Biomass,8/11/99,Erigeron annuus (L.) Pers.,WHOLE,0.51,663.5,0.076865109,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R3,MCSE (Table 291),Peak Biomass,8/11/99,Euthamia graminifolia (L.) Nutt.,WHOLE,2.2,663.5,0.331574981,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R3,MCSE (Table 291),Peak Biomass,8/11/99,Geum sp.,WHOLE,1.45,663.5,0.218538056,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R3,MCSE (Table 291),Peak Biomass,8/11/99,Hypericum perforatum L.,WHOLE,6.94,663.5,1.04596835,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R3,MCSE (Table 291),Peak Biomass,8/11/99,Oenothera biennis L.,WHOLE,2.23,663.5,0.336096458,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R3,MCSE (Table 291),Peak Biomass,8/11/99,Oxalis stricta L.,WHOLE,0.01,663.5,0.001507159,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R3,MCSE (Table 291),Peak Biomass,8/11/99,Poa pratensis L.,WHOLE,13.95,663.5,2.102486812,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R3,MCSE (Table 291),Peak Biomass,8/11/99,Rubus sp. (*),WHOLE,2.58,663.5,0.388847023,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R3,MCSE (Table 291),Peak Biomass,8/11/99,Silene alba (Mill.) E.H.L.Krause,WHOLE,2,663.5,0.301431801,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R3,MCSE (Table 291),Peak Biomass,8/11/99,Solidago canadensis L.,WHOLE,452.49,663.5,68.19743783,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S1,R3,MCSE (Table 291),Peak Biomass,8/11/99,Standing Dead,WHOLE,110.64,663.5,16.67520723,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,NA,R4,MCSE Microplot (Table 154),NA,8/9/99,Abutilon theophrasti Medikus,NA,0.72,598.24,0.120353036,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R4,MCSE Microplot (Table 154),NA,8/9/99,Amaranthus retroflexus L.,NA,14.68,598.24,2.45386467,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,S2,R5,MCSE (Table 291),Peak Biomass,8/11/99,Trifolium pratense L.,WHOLE,4.73,427.93,1.105320964,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S2,R6,MCSE (Table 291),Peak Biomass,8/11/99,Achillea millefolium L.,WHOLE,29.22,660.12,4.426467915,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S2,R6,MCSE (Table 291),Peak Biomass,8/11/99,Aster pilosus Willd.,WHOLE,41.62,660.12,6.304914258,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S2,R6,MCSE (Table 291),Peak Biomass,8/11/99,Elymus repens (L.) Gould,WHOLE,27.16,660.12,4.114403442,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S2,R6,MCSE (Table 291),Peak Biomass,8/11/99,Erigeron annuus (L.) Pers.,WHOLE,1.08,660.12,0.163606617,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S2,R6,MCSE (Table 291),Peak Biomass,8/11/99,Hypericum perforatum L.,WHOLE,1.16,660.12,0.175725626,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S2,R6,MCSE (Table 291),Peak Biomass,8/11/99,Oxalis stricta L.,WHOLE,0.2,660.12,0.030297522,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S2,R6,MCSE (Table 291),Peak Biomass,8/11/99,Poa pratensis L.,WHOLE,2.59,660.12,0.392352906,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S2,R6,MCSE (Table 291),Peak Biomass,8/11/99,Rhus typhina L.,WHOLE,74.28,660.12,11.25249955,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S2,R6,MCSE (Table 291),Peak Biomass,8/11/99,Solidago canadensis L.,WHOLE,313.76,660.12,47.53075198,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S2,R6,MCSE (Table 291),Peak Biomass,8/11/99,Standing Dead,WHOLE,169.05,660.12,25.60898019,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R1,MCSE (Table 291),Peak Biomass,8/11/99,Achillea millefolium L.,WHOLE,6.17,347.47,1.775692866,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R1,MCSE (Table 291),Peak Biomass,8/11/99,Aster pilosus Willd.,WHOLE,26.58,347.47,7.649581259,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R1,MCSE (Table 291),Peak Biomass,8/11/99,Daucus carota L.,WHOLE,11.08,347.47,3.188764498,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R1,MCSE (Table 291),Peak Biomass,8/11/99,Hieracium sp. (*),WHOLE,0.19,347.47,0.05468098,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R1,MCSE (Table 291),Peak Biomass,8/11/99,Phleum pratense L.,WHOLE,112.9,347.47,32.4920137,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R1,MCSE (Table 291),Peak Biomass,8/11/99,Rumex acetosella L.,WHOLE,0.18,347.47,0.051803033,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R1,MCSE (Table 291),Peak Biomass,8/11/99,Solidago canadensis L.,WHOLE,64.21,347.47,18.47929318,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R1,MCSE (Table 291),Peak Biomass,8/11/99,Standing Dead,WHOLE,60.3,347.47,17.35401617,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R1,MCSE (Table 291),Peak Biomass,8/11/99,Trifolium dubium Sibth.,WHOLE,0.83,347.47,0.238869543,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R1,MCSE (Table 291),Peak Biomass,8/11/99,Trifolium pratense L.,WHOLE,65.03,347.47,18.71528477,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R2,MCSE (Table 291),Peak Biomass,8/11/99,Asclepias syriaca L.,WHOLE,2.65,490.92,0.539802819,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R2,MCSE (Table 291),Peak Biomass,8/11/99,Aster pilosus Willd.,WHOLE,117.04,490.92,23.84095168,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R2,MCSE (Table 291),Peak Biomass,8/11/99,Dactylis glomerata L.,WHOLE,0.43,490.92,0.087590646,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R2,MCSE (Table 291),Peak Biomass,8/11/99,Daucus carota L.,WHOLE,13.54,490.92,2.758086857,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R2,MCSE (Table 291),Peak Biomass,8/11/99,Erigeron annuus (L.) Pers.,WHOLE,0,490.92,0,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R2,MCSE (Table 291),Peak Biomass,8/11/99,Hypericum perforatum L.,WHOLE,8.72,490.92,1.776256824,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R2,MCSE (Table 291),Peak Biomass,8/11/99,Phleum pratense L.,WHOLE,0.37,490.92,0.075368696,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R2,MCSE (Table 291),Peak Biomass,8/11/99,Poa pratensis L.,WHOLE,118.46,490.92,24.13020451,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R2,MCSE (Table 291),Peak Biomass,8/11/99,Potentilla recta L.,WHOLE,8.78,490.92,1.788478775,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,NA,R3,MCSE Microplot (Table 154),NA,8/9/99,Digitaria sanguinalis (L.) Scop.,NA,0.45,888.75,0.050632911,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R3,MCSE Microplot (Table 154),NA,8/9/99,Chenopodium album L.,NA,5.41,888.75,0.608720113,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R3,MCSE Microplot (Table 154),NA,8/9/99,Setaria faberi Herrm.,NA,798.43,888.75,89.8374121,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R3,MCSE Microplot (Table 154),NA,8/9/99,Surface Litter,NA,19.04,888.75,2.14233474,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R3,MCSE Microplot (Table 154),NA,8/9/99,Persicaria maculosa  Gray,NA,0.46,888.75,0.051758087,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R3,MCSE Microplot (Table 154),NA,8/9/99,Standing Dead,NA,61.23,888.75,6.889451477,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R3,MCSE Microplot (Table 154),NA,8/9/99,Abutilon theophrasti Medikus,NA,0.15,888.75,0.016877637,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R4,MCSE Microplot (Table 154),NA,8/9/99,Eragrostis cilianensis (All.) E.Mosher,NA,0.79,598.24,0.132054025,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,S3,R3,MCSE (Table 291),Peak Biomass,8/11/99,Aster sp. (*),WHOLE,0.52,534.45,0.097296286,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R3,MCSE (Table 291),Peak Biomass,8/11/99,Daucus carota L.,WHOLE,40.4,534.45,7.559172982,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,NA,R4,MCSE Microplot (Table 154),NA,8/9/99,Surface Litter,NA,83.43,598.24,13.945908,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R4,MCSE Microplot (Table 154),NA,8/9/99,Panicum dichotomiflorum Michx.,NA,4.27,598.24,0.713760364,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R4,MCSE Microplot (Table 154),NA,8/9/99,Standing Dead,NA,30.03,598.24,5.019724525,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R4,MCSE Microplot (Table 154),NA,8/9/99,Setaria viridis (L.) Beauv.,NA,10.32,598.24,1.725060177,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R4,MCSE Microplot (Table 154),NA,8/9/99,Digitaria sanguinalis (L.) Scop.,NA,260.48,598.24,43.54105376,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R4,MCSE Microplot (Table 154),NA,8/9/99,Chenopodium album L.,NA,154.12,598.24,25.76223589,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R4,MCSE Microplot (Table 154),NA,8/9/99,Cyperus esculentus L.,NA,0.78,598.24,0.130382455,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R4,MCSE Microplot (Table 154),NA,8/9/99,Digitaria ischaemum (Schreb. Ex Schweig.) Schreb. ex Muhl.,NA,1.25,598.24,0.208946242,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R4,MCSE Microplot (Table 154),NA,8/9/99,Echinochloa crus-galli (L.) Beauv.,NA,37.37,598.24,6.24665686,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R5,MCSE Microplot (Table 154),NA,8/9/99,Standing Dead,NA,40.04,1177.2,3.401291199,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R5,MCSE Microplot (Table 154),NA,8/9/99,Chenopodium album L.,NA,21.54,1177.2,1.829765545,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R5,MCSE Microplot (Table 154),NA,8/9/99,Setaria faberi Herrm.,NA,1054.47,1177.2,89.57441386,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R5,MCSE Microplot (Table 154),NA,8/9/99,Surface Litter,NA,41.9,1177.2,3.559293238,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R5,MCSE Microplot (Table 154),NA,8/9/99,Amaranthus retroflexus L.,NA,0.1,1177.2,0.008494733,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R5,MCSE Microplot (Table 154),NA,8/9/99,Abutilon theophrasti Medikus,NA,19.15,1177.2,1.62674142,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R6,MCSE Microplot (Table 154),NA,8/9/99,Setaria viridis (L.) Beauv.,NA,0.34,848.74,0.040059382,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R6,MCSE Microplot (Table 154),NA,8/9/99,Setaria pumila (Poir.) Roem. & Schult,NA,0.76,848.74,0.089544501,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R6,MCSE Microplot (Table 154),NA,8/9/99,Setaria faberi Herrm.,NA,653.2,848.74,76.9611424,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R6,MCSE Microplot (Table 154),NA,8/9/99,Standing Dead,NA,37.52,848.74,4.420670641,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R6,MCSE Microplot (Table 154),NA,8/9/99,Surface Litter,NA,44.07,848.74,5.192402856,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R6,MCSE Microplot (Table 154),NA,8/9/99,Ambrosia artemisiifolia L.,NA,20.18,848.74,2.377642152,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R6,MCSE Microplot (Table 154),NA,8/9/99,Amaranthus retroflexus L.,NA,57.57,848.74,6.78299597,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R6,MCSE Microplot (Table 154),NA,8/9/99,Elymus repens (L.) Gould,NA,0.12,848.74,0.014138605,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R6,MCSE Microplot (Table 154),NA,8/9/99,Chenopodium album L.,NA,25.46,848.74,2.999740792,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,NA,R6,MCSE Microplot (Table 154),NA,8/9/99,Abutilon theophrasti Medikus,NA,9.52,848.74,1.1216627,disturbed,fertilized,sorted_to_species,1,9.612479339,607.8815
1999,T7,S3,R4,MCSE (Table 291),Peak Biomass,8/11/99,Achillea millefolium L.,WHOLE,0.09,425.25,0.021164021,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R4,MCSE (Table 291),Peak Biomass,8/11/99,Apocynum cannabinum L.,WHOLE,1.65,425.25,0.388007055,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R3,MCSE (Table 291),Peak Biomass,8/11/99,Erigeron annuus (L.) Pers.,WHOLE,2.27,534.45,0.42473571,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R3,MCSE (Table 291),Peak Biomass,8/11/99,Hieracium sp. (*),WHOLE,4.13,534.45,0.77275704,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R3,MCSE (Table 291),Peak Biomass,8/11/99,Hypericum perforatum L.,WHOLE,71.19,534.45,13.32023576,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R3,MCSE (Table 291),Peak Biomass,8/11/99,Juncus tenuis Willd.,WHOLE,2.15,534.45,0.402282721,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R2,MCSE (Table 291),Peak Biomass,8/11/99,Solidago canadensis L.,WHOLE,51.72,490.92,10.53532144,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R2,MCSE (Table 291),Peak Biomass,8/11/99,Standing Dead,WHOLE,162.79,490.92,33.16018903,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R2,MCSE (Table 291),Peak Biomass,8/11/99,Taraxacum officinale Weber in,WHOLE,0.15,490.92,0.030554877,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R2,MCSE (Table 291),Peak Biomass,8/11/99,Trifolium pratense L.,WHOLE,6.27,490.92,1.27719384,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R3,MCSE (Table 291),Peak Biomass,8/11/99,Apocynum cannabinum L.,WHOLE,111.03,534.45,20.77462812,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R3,MCSE (Table 291),Peak Biomass,8/11/99,Arabis glabra (L.) Bernh.,WHOLE,2.6,534.45,0.48648143,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R3,MCSE (Table 291),Peak Biomass,8/11/99,Aster pilosus Willd.,WHOLE,1.71,534.45,0.319955094,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R4,MCSE (Table 291),Peak Biomass,8/11/99,Aster sagittifolius,WHOLE,75.65,425.25,17.78953557,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R4,MCSE (Table 291),Peak Biomass,8/11/99,Daucus carota L.,WHOLE,2.11,425.25,0.496178718,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R4,MCSE (Table 291),Peak Biomass,8/11/99,Aster basal leaves,WHOLE,0.78,425.25,0.183421517,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R4,MCSE (Table 291),Peak Biomass,8/11/99,Aster pilosus Willd.,WHOLE,8.33,425.25,1.958847737,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R3,MCSE (Table 291),Peak Biomass,8/11/99,Rumex acetosella L.,WHOLE,0.2,534.45,0.037421648,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R3,MCSE (Table 291),Peak Biomass,8/11/99,Silene alba (Mill.) E.H.L.Krause,WHOLE,5.6,534.45,1.047806156,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R3,MCSE (Table 291),Peak Biomass,8/11/99,Poa pratensis L.,WHOLE,1.09,534.45,0.203947984,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R3,MCSE (Table 291),Peak Biomass,8/11/99,Potentilla recta L.,WHOLE,0.14,534.45,0.026195154,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R3,MCSE (Table 291),Peak Biomass,8/11/99,Taraxacum officinale Weber in,WHOLE,0.13,534.45,0.024324071,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R4,MCSE (Table 291),Peak Biomass,8/11/99,Hieracium sp. (*),WHOLE,3.01,425.25,0.70781893,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R3,MCSE (Table 291),Peak Biomass,8/11/99,Solidago canadensis L.,WHOLE,239.29,534.45,44.77313126,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R3,MCSE (Table 291),Peak Biomass,8/11/99,Standing Dead,WHOLE,52,534.45,9.72962859,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R4,MCSE (Table 291),Peak Biomass,8/11/99,Euthamia graminifolia (L.) Nutt.,WHOLE,0.9,425.25,0.211640212,NA,NA,NA,NA,9.612479339,607.8815
1999,T7,S3,R4,MCSE (Table 291),Peak Biomass,8/11/99,Erigeron annuus (L.) Pers.,WHOLE,0.28,425.25,0.065843621,NA,NA,NA,NA,9.612479339,607.8815
2000,T7,S2,R6,MCSE (Table 291),Peak Biomass,8/2/00,Standing Dead,WHOLE,10.97,520.86,2.106132166,NA,NA,NA,NA,8.654166667,937.423
2000,T7,S3,R4,MCSE (Table 291),Peak Biomass,8/1/00,Hypericum perforatum L.,WHOLE,2.76,871.52,0.316688085,NA,NA,NA,NA,8.654166667,937.423
2000,T7,S2,R6,MCSE (Table 291),Peak Biomass,8/2/00,Solidago canadensis L.,WHOLE,321.42,520.86,61.70948047,NA,NA,NA,NA,8.654166667,937.423
2000,T7,S3,R4,MCSE (Table 291),Peak Biomass,8/1/00,Hieracium sp. (*),WHOLE,5.37,871.52,0.616164861,NA,NA,NA,NA,8.654166667,937.423
2000,T7,S3,R1,MCSE (Table 291),Peak Biomass,8/1/00,Apocynum cannabinum L.,WHOLE,10.88,676.11,1.609205603,NA,NA,NA,NA,8.654166667,937.423
2000,T7,S2,R6,MCSE (Table 291),Peak Biomass,8/2/00,Taraxacum officinale Weber in,WHOLE,0.25,520.86,0.047997543,NA,NA,NA,NA,8.654166667,937.423
2000,T7,S2,R6,MCSE (Table 291),Peak Biomass,8/2/00,Trifolium hybridum L. (*),WHOLE,0.07,520.86,0.013439312,NA,NA,NA,NA,8.654166667,937.423
2000,T7,S3,R1,MCSE (Table 291),Peak Biomass,8/1/00,Achillea millefolium L.,WHOLE,62.81,676.11,9.289908447,NA,NA,NA,NA,8.654166667,937.423
2000,T7,S3,R3,MCSE (Table 291),Peak Biomass,8/1/00,Apocynum cannabinum L.,WHOLE,17.1,517.32,3.305497564,NA,NA,NA,NA,8.654166667,937.423
2000,T7,S3,R3,MCSE (Table 291),Peak Biomass,8/1/00,Aster basal leaves,WHOLE,0.19,517.32,0.036727751,NA,NA,NA,NA,8.654166667,937.423
2000,T7,S3,R3,MCSE (Table 291),Peak Biomass,8/1/00,Aster pilosus Willd.,WHOLE,60.62,517.32,11.71808552,NA,NA,NA,NA,8.654166667,937.423
2000,T7,S3,R3,MCSE (Table 291),Peak Biomass,8/1/00,Cerastium vulgatum L.,WHOLE,4.86,517.32,0.939457203,NA,NA,NA,NA,8.654166667,937.423
