Year,Treatment,Replicate,Station,Source,ANPP g_m2,Disturbed_Microplot,Fertilized_Microplot,meantemp,annualprecip
1997,T7,R3,NA,MCSE Microplot (Table 154),640.51,disturbed,fertilized,8.042383562,775.7438
1997,T7,R3,NA,MCSE Microplot (Table 154),362.33,disturbed,unfertilized,8.042383562,775.7438
1997,T7,R3,NA,MCSE Microplot (Table 154),553.22,undisturbed,unfertilized,8.042383562,775.7438
1997,T7,R4,NA,MCSE Microplot (Table 154),641.11,undisturbed,fertilized,8.042383562,775.7438
1997,T7,R4,NA,MCSE Microplot (Table 154),495.99,undisturbed,unfertilized,8.042383562,775.7438
1997,T7,R5,NA,MCSE Microplot (Table 154),834,disturbed,fertilized,8.042383562,775.7438
1997,T7,R6,S5,MCSE (Table 291),500.29,NA,NA,8.042383562,775.7438
1997,T7,R1,NA,MCSE Microplot (Table 154),335.97,disturbed,unfertilized,8.042383562,775.7438
1997,T7,R1,NA,MCSE Microplot (Table 154),2069.6,undisturbed,fertilized,8.042383562,775.7438
1997,T7,R1,NA,MCSE Microplot (Table 154),585.84,undisturbed,unfertilized,8.042383562,775.7438
1997,T7,R2,NA,MCSE Microplot (Table 154),768.34,disturbed,fertilized,8.042383562,775.7438
1997,T7,R2,NA,MCSE Microplot (Table 154),360.45,disturbed,unfertilized,8.042383562,775.7438
1997,T7,R2,NA,MCSE Microplot (Table 154),568.1,undisturbed,fertilized,8.042383562,775.7438
1997,T7,R2,S5,MCSE (Table 291),505.42,NA,NA,8.042383562,775.7438
1997,T7,R3,S1,MCSE (Table 291),295.67,NA,NA,8.042383562,775.7438
1997,T7,R3,S2,MCSE (Table 291),482.05,NA,NA,8.042383562,775.7438
1997,T7,R3,S3,MCSE (Table 291),428.21,NA,NA,8.042383562,775.7438
1997,T7,R3,S4,MCSE (Table 291),390.59,NA,NA,8.042383562,775.7438
1997,T7,R3,S5,MCSE (Table 291),487.77,NA,NA,8.042383562,775.7438
1997,T7,R4,S1,MCSE (Table 291),935.68,NA,NA,8.042383562,775.7438
1997,T7,R4,S2,MCSE (Table 291),379.32,NA,NA,8.042383562,775.7438
1997,T7,R5,NA,MCSE Microplot (Table 154),795.6,undisturbed,fertilized,8.042383562,775.7438
1997,T7,R5,NA,MCSE Microplot (Table 154),492.84,undisturbed,unfertilized,8.042383562,775.7438
1997,T7,R6,NA,MCSE Microplot (Table 154),504.55,disturbed,fertilized,8.042383562,775.7438
1997,T7,R6,NA,MCSE Microplot (Table 154),172.76,disturbed,unfertilized,8.042383562,775.7438
1997,T7,R2,S4,MCSE (Table 291),669.45,NA,NA,8.042383562,775.7438
1997,T7,R5,S3,MCSE (Table 291),476.83,NA,NA,8.042383562,775.7438
1997,T7,R5,S4,MCSE (Table 291),750.48,NA,NA,8.042383562,775.7438
1997,T7,R5,S5,MCSE (Table 291),736.86,NA,NA,8.042383562,775.7438
1997,T7,R6,S1,MCSE (Table 291),610.16,NA,NA,8.042383562,775.7438
1997,T7,R6,S2,MCSE (Table 291),489.66,NA,NA,8.042383562,775.7438
1997,T7,R6,S3,MCSE (Table 291),378.49,NA,NA,8.042383562,775.7438
1997,T7,R6,S4,MCSE (Table 291),828.4,NA,NA,8.042383562,775.7438
1997,T7,R1,NA,MCSE Microplot (Table 154),743,disturbed,fertilized,8.042383562,775.7438
1997,T7,R4,S3,MCSE (Table 291),482.22,NA,NA,8.042383562,775.7438
1997,T7,R4,S4,MCSE (Table 291),1147.91,NA,NA,8.042383562,775.7438
1997,T7,R4,S5,MCSE (Table 291),926.11,NA,NA,8.042383562,775.7438
1997,T7,R5,S1,MCSE (Table 291),447.6,NA,NA,8.042383562,775.7438
1997,T7,R5,S2,MCSE (Table 291),435.02,NA,NA,8.042383562,775.7438
1997,T7,R6,NA,MCSE Microplot (Table 154),812.16,undisturbed,fertilized,8.042383562,775.7438
1997,T7,R6,NA,MCSE Microplot (Table 154),427.86,undisturbed,unfertilized,8.042383562,775.7438
1998,T7,R2,S5,MCSE (Table 291),587.51,NA,NA,10.58955556,722.5919
1998,T7,R3,S1,MCSE (Table 291),461.69,NA,NA,10.58955556,722.5919
1998,T7,R3,S2,MCSE (Table 291),526.78,NA,NA,10.58955556,722.5919
1998,T7,R3,S3,MCSE (Table 291),527.61,NA,NA,10.58955556,722.5919
1998,T7,R3,S4,MCSE (Table 291),327.56,NA,NA,10.58955556,722.5919
1998,T7,R3,S5,MCSE (Table 291),362.86,NA,NA,10.58955556,722.5919
1998,T7,R1,S1,MCSE (Table 291),492.94,NA,NA,10.58955556,722.5919
1998,T7,R1,S2,MCSE (Table 291),335.06,NA,NA,10.58955556,722.5919
1998,T7,R1,S3,MCSE (Table 291),133.3,NA,NA,10.58955556,722.5919
1998,T7,R1,S4,MCSE (Table 291),1023.61,NA,NA,10.58955556,722.5919
1998,T7,R1,S5,MCSE (Table 291),315.09,NA,NA,10.58955556,722.5919
1998,T7,R2,S3,MCSE (Table 291),629.75,NA,NA,10.58955556,722.5919
1998,T7,R2,S4,MCSE (Table 291),294.05,NA,NA,10.58955556,722.5919
1998,T7,R5,S2,MCSE (Table 291),390.91,NA,NA,10.58955556,722.5919
1998,T7,R5,S3,MCSE (Table 291),444.37,NA,NA,10.58955556,722.5919
1998,T7,R5,S4,MCSE (Table 291),477.41,NA,NA,10.58955556,722.5919
1998,T7,R5,S5,MCSE (Table 291),432.13,NA,NA,10.58955556,722.5919
1998,T7,R6,S1,MCSE (Table 291),434.05,NA,NA,10.58955556,722.5919
1998,T7,R6,S2,MCSE (Table 291),315.86,NA,NA,10.58955556,722.5919
1998,T7,R6,S3,MCSE (Table 291),338.63,NA,NA,10.58955556,722.5919
1998,T7,R4,S1,MCSE (Table 291),457.71,NA,NA,10.58955556,722.5919
1998,T7,R4,S2,MCSE (Table 291),555.38,NA,NA,10.58955556,722.5919
1998,T7,R4,S3,MCSE (Table 291),490.74,NA,NA,10.58955556,722.5919
1998,T7,R4,S4,MCSE (Table 291),510.57,NA,NA,10.58955556,722.5919
1998,T7,R2,S1,MCSE (Table 291),618.44,NA,NA,10.58955556,722.5919
1998,T7,R2,S2,MCSE (Table 291),621.71,NA,NA,10.58955556,722.5919
1998,T7,R4,NA,MCSE Microplot (Table 154),538.7,undisturbed,unfertilized,10.58955556,722.5919
1998,T7,R5,NA,MCSE Microplot (Table 154),1180.59,disturbed,fertilized,10.58955556,722.5919
1998,T7,R5,NA,MCSE Microplot (Table 154),757.54,disturbed,unfertilized,10.58955556,722.5919
1998,T7,R5,NA,MCSE Microplot (Table 154),581.78,undisturbed,fertilized,10.58955556,722.5919
1998,T7,R5,NA,MCSE Microplot (Table 154),336.79,undisturbed,unfertilized,10.58955556,722.5919
1998,T7,R6,NA,MCSE Microplot (Table 154),788.98,disturbed,fertilized,10.58955556,722.5919
1998,T7,R6,NA,MCSE Microplot (Table 154),353.35,disturbed,unfertilized,10.58955556,722.5919
1998,T7,R6,S4,MCSE (Table 291),316.81,NA,NA,10.58955556,722.5919
1998,T7,R6,S5,MCSE (Table 291),378.77,NA,NA,10.58955556,722.5919
1998,T7,R3,NA,MCSE Microplot (Table 154),444.61,disturbed,unfertilized,10.58955556,722.5919
1998,T7,R3,NA,MCSE Microplot (Table 154),944.74,undisturbed,fertilized,10.58955556,722.5919
1998,T7,R3,NA,MCSE Microplot (Table 154),494.1,undisturbed,unfertilized,10.58955556,722.5919
1998,T7,R4,NA,MCSE Microplot (Table 154),1138.43,undisturbed,fertilized,10.58955556,722.5919
1998,T7,R5,S1,MCSE (Table 291),490.52,NA,NA,10.58955556,722.5919
1998,T7,R1,NA,MCSE Microplot (Table 154),846.505,disturbed,fertilized,10.58955556,722.5919
1998,T7,R1,NA,MCSE Microplot (Table 154),325.03,disturbed,unfertilized,10.58955556,722.5919
1998,T7,R1,NA,MCSE Microplot (Table 154),902.66,undisturbed,fertilized,10.58955556,722.5919
1998,T7,R1,NA,MCSE Microplot (Table 154),462.17,undisturbed,unfertilized,10.58955556,722.5919
1998,T7,R2,NA,MCSE Microplot (Table 154),939.68,disturbed,fertilized,10.58955556,722.5919
1998,T7,R2,NA,MCSE Microplot (Table 154),404.845,disturbed,unfertilized,10.58955556,722.5919
1998,T7,R6,NA,MCSE Microplot (Table 154),507.24,undisturbed,fertilized,10.58955556,722.5919
1998,T7,R6,NA,MCSE Microplot (Table 154),344.29,undisturbed,unfertilized,10.58955556,722.5919
1998,T7,R3,NA,MCSE Microplot (Table 154),759.94,disturbed,fertilized,10.58955556,722.5919
1998,T7,R4,S5,MCSE (Table 291),403.4,NA,NA,10.58955556,722.5919
1998,T7,R2,NA,MCSE Microplot (Table 154),902.07,undisturbed,unfertilized,10.58955556,722.5919
1998,T7,R2,NA,MCSE Microplot (Table 154),1194.84,undisturbed,fertilized,10.58955556,722.5919
1999,T7,R3,S5,MCSE (Table 291),379.65,NA,NA,9.612479339,607.8815
1999,T7,R4,S1,MCSE (Table 291),494.67,NA,NA,9.612479339,607.8815
1999,T7,R4,S5,MCSE (Table 291),581.35,NA,NA,9.612479339,607.8815
1999,T7,R5,S1,MCSE (Table 291),652.38,NA,NA,9.612479339,607.8815
1999,T7,R4,S4,MCSE (Table 291),549.58,NA,NA,9.612479339,607.8815
1999,T7,R5,S4,MCSE (Table 291),264.66,NA,NA,9.612479339,607.8815
1999,T7,R5,S5,MCSE (Table 291),456.21,NA,NA,9.612479339,607.8815
1999,T7,R5,S2,MCSE (Table 291),427.93,NA,NA,9.612479339,607.8815
1999,T7,R5,S3,MCSE (Table 291),346.38,NA,NA,9.612479339,607.8815
1999,T7,R3,S4,MCSE (Table 291),303.49,NA,NA,9.612479339,607.8815
1999,T7,R4,NA,MCSE Microplot (Table 154),564.77,undisturbed,unfertilized,9.612479339,607.8815
1999,T7,R5,NA,MCSE Microplot (Table 154),1177.2,disturbed,fertilized,9.612479339,607.8815
1999,T7,R4,S2,MCSE (Table 291),425.58,NA,NA,9.612479339,607.8815
1999,T7,R4,S3,MCSE (Table 291),425.25,NA,NA,9.612479339,607.8815
1999,T7,R2,NA,MCSE Microplot (Table 154),1079.82,undisturbed,fertilized,9.612479339,607.8815
1999,T7,R2,NA,MCSE Microplot (Table 154),987.4,undisturbed,unfertilized,9.612479339,607.8815
1999,T7,R3,NA,MCSE Microplot (Table 154),888.75,disturbed,fertilized,9.612479339,607.8815
1999,T7,R3,NA,MCSE Microplot (Table 154),410.79,disturbed,unfertilized,9.612479339,607.8815
1999,T7,R3,NA,MCSE Microplot (Table 154),1110.44,undisturbed,fertilized,9.612479339,607.8815
1999,T7,R3,NA,MCSE Microplot (Table 154),947.58,undisturbed,unfertilized,9.612479339,607.8815
1999,T7,R4,NA,MCSE Microplot (Table 154),598.24,disturbed,fertilized,9.612479339,607.8815
1999,T7,R4,NA,MCSE Microplot (Table 154),310.37,disturbed,unfertilized,9.612479339,607.8815
1999,T7,R4,NA,MCSE Microplot (Table 154),868.54,undisturbed,fertilized,9.612479339,607.8815
1999,T7,R1,S1,MCSE (Table 291),418.57,NA,NA,9.612479339,607.8815
1999,T7,R1,S2,MCSE (Table 291),199.73,NA,NA,9.612479339,607.8815
1999,T7,R1,S3,MCSE (Table 291),347.47,NA,NA,9.612479339,607.8815
1999,T7,R1,S4,MCSE (Table 291),539.1,NA,NA,9.612479339,607.8815
1999,T7,R1,S5,MCSE (Table 291),473.81,NA,NA,9.612479339,607.8815
1999,T7,R2,S1,MCSE (Table 291),660.75,NA,NA,9.612479339,607.8815
1999,T7,R2,S2,MCSE (Table 291),922.75,NA,NA,9.612479339,607.8815
1999,T7,R2,S3,MCSE (Table 291),490.92,NA,NA,9.612479339,607.8815
1999,T7,R2,S4,MCSE (Table 291),638.77,NA,NA,9.612479339,607.8815
1999,T7,R2,S5,MCSE (Table 291),445.75,NA,NA,9.612479339,607.8815
1999,T7,R3,S1,MCSE (Table 291),663.5,NA,NA,9.612479339,607.8815
1999,T7,R3,S2,MCSE (Table 291),398.57,NA,NA,9.612479339,607.8815
1999,T7,R3,S3,MCSE (Table 291),534.45,NA,NA,9.612479339,607.8815
1999,T7,R1,NA,MCSE Microplot (Table 154),852.74,disturbed,fertilized,9.612479339,607.8815
1999,T7,R1,NA,MCSE Microplot (Table 154),314.65,disturbed,unfertilized,9.612479339,607.8815
1999,T7,R1,NA,MCSE Microplot (Table 154),1532.12,undisturbed,fertilized,9.612479339,607.8815
1999,T7,R1,NA,MCSE Microplot (Table 154),482.5,undisturbed,unfertilized,9.612479339,607.8815
1999,T7,R2,NA,MCSE Microplot (Table 154),946.62,disturbed,fertilized,9.612479339,607.8815
1999,T7,R2,NA,MCSE Microplot (Table 154),451.28,disturbed,unfertilized,9.612479339,607.8815
1999,T7,R6,NA,MCSE Microplot (Table 154),848.74,disturbed,fertilized,9.612479339,607.8815
1999,T7,R6,NA,MCSE Microplot (Table 154),316.7,disturbed,unfertilized,9.612479339,607.8815
1999,T7,R6,NA,MCSE Microplot (Table 154),447.59,undisturbed,fertilized,9.612479339,607.8815
1999,T7,R6,NA,MCSE Microplot (Table 154),450.17,undisturbed,unfertilized,9.612479339,607.8815
1999,T7,R6,S2,MCSE (Table 291),660.12,NA,NA,9.612479339,607.8815
1999,T7,R6,S3,MCSE (Table 291),340.37,NA,NA,9.612479339,607.8815
1999,T7,R5,NA,MCSE Microplot (Table 154),702.08,disturbed,unfertilized,9.612479339,607.8815
1999,T7,R6,S1,MCSE (Table 291),359.84,NA,NA,9.612479339,607.8815
1999,T7,R5,NA,MCSE Microplot (Table 154),379.49,undisturbed,unfertilized,9.612479339,607.8815
1999,T7,R6,S4,MCSE (Table 291),319.91,NA,NA,9.612479339,607.8815
1999,T7,R6,S5,MCSE (Table 291),220.95,NA,NA,9.612479339,607.8815
1999,T7,R5,NA,MCSE Microplot (Table 154),511.3,undisturbed,fertilized,9.612479339,607.8815
2000,T7,R1,NA,MCSE Microplot (Table 154),727.36,disturbed,fertilized,8.654166667,937.423
2000,T7,R1,NA,MCSE Microplot (Table 154),409.37,disturbed,unfertilized,8.654166667,937.423
2000,T7,R1,NA,MCSE Microplot (Table 154),1341.55,undisturbed,fertilized,8.654166667,937.423
2000,T7,R6,S4,MCSE (Table 291),424,NA,NA,8.654166667,937.423
2000,T7,R6,S5,MCSE (Table 291),334.97,NA,NA,8.654166667,937.423
2000,T7,R4,NA,MCSE Microplot (Table 154),314.55,disturbed,unfertilized,8.654166667,937.423
2000,T7,R4,NA,MCSE Microplot (Table 154),987.37,undisturbed,fertilized,8.654166667,937.423
2000,T7,R4,NA,MCSE Microplot (Table 154),596.5,undisturbed,unfertilized,8.654166667,937.423
2000,T7,R1,NA,MCSE Microplot (Table 154),890.27,undisturbed,unfertilized,8.654166667,937.423
2000,T7,R2,NA,MCSE Microplot (Table 154),1103.89,disturbed,fertilized,8.654166667,937.423
2000,T7,R2,NA,MCSE Microplot (Table 154),511.41,disturbed,unfertilized,8.654166667,937.423
2000,T7,R2,NA,MCSE Microplot (Table 154),1304.83,undisturbed,fertilized,8.654166667,937.423
2000,T7,R2,NA,MCSE Microplot (Table 154),881.71,undisturbed,unfertilized,8.654166667,937.423
2000,T7,R3,NA,MCSE Microplot (Table 154),877.82,disturbed,fertilized,8.654166667,937.423
2000,T7,R6,NA,MCSE Microplot (Table 154),235.36,undisturbed,unfertilized,8.654166667,937.423
2000,T7,R6,S3,MCSE (Table 291),376.92,NA,NA,8.654166667,937.423
2000,T7,R3,NA,MCSE Microplot (Table 154),1059.04,undisturbed,unfertilized,8.654166667,937.423
2000,T7,R4,NA,MCSE Microplot (Table 154),744.25,disturbed,fertilized,8.654166667,937.423
2000,T7,R1,S3,MCSE (Table 291),676.11,NA,NA,8.654166667,937.423
2000,T7,R1,S4,MCSE (Table 291),585.28,NA,NA,8.654166667,937.423
2000,T7,R1,S5,MCSE (Table 291),639.83,NA,NA,8.654166667,937.423
2000,T7,R5,NA,MCSE Microplot (Table 154),1054.95,disturbed,fertilized,8.654166667,937.423
2000,T7,R5,NA,MCSE Microplot (Table 154),738.57,disturbed,unfertilized,8.654166667,937.423
2000,T7,R5,NA,MCSE Microplot (Table 154),1027.39,undisturbed,fertilized,8.654166667,937.423
2000,T7,R5,NA,MCSE Microplot (Table 154),430.24,undisturbed,unfertilized,8.654166667,937.423
2000,T7,R6,NA,MCSE Microplot (Table 154),1233.58,disturbed,fertilized,8.654166667,937.423
2000,T7,R6,NA,MCSE Microplot (Table 154),381.82,disturbed,unfertilized,8.654166667,937.423
2000,T7,R3,NA,MCSE Microplot (Table 154),441.77,disturbed,unfertilized,8.654166667,937.423
2000,T7,R3,NA,MCSE Microplot (Table 154),1161.02,undisturbed,fertilized,8.654166667,937.423
2000,T7,R1,S1,MCSE (Table 291),743.86,NA,NA,8.654166667,937.423
2000,T7,R1,S2,MCSE (Table 291),445.28,NA,NA,8.654166667,937.423
2000,T7,R4,S1,MCSE (Table 291),512.48,NA,NA,8.654166667,937.423
2000,T7,R4,S2,MCSE (Table 291),443.29,NA,NA,8.654166667,937.423
2000,T7,R4,S3,MCSE (Table 291),871.52,NA,NA,8.654166667,937.423
2000,T7,R2,S1,MCSE (Table 291),726.76,NA,NA,8.654166667,937.423
2000,T7,R2,S2,MCSE (Table 291),695.49,NA,NA,8.654166667,937.423
2000,T7,R2,S3,MCSE (Table 291),686.61,NA,NA,8.654166667,937.423
2000,T7,R2,S4,MCSE (Table 291),858.84,NA,NA,8.654166667,937.423
2000,T7,R2,S5,MCSE (Table 291),595.82,NA,NA,8.654166667,937.423
2000,T7,R3,S1,MCSE (Table 291),479.48,NA,NA,8.654166667,937.423
2000,T7,R6,NA,MCSE Microplot (Table 154),504.06,undisturbed,fertilized,8.654166667,937.423
2000,T7,R6,S2,MCSE (Table 291),520.86,NA,NA,8.654166667,937.423
2000,T7,R3,S4,MCSE (Table 291),643.49,NA,NA,8.654166667,937.423
2000,T7,R3,S5,MCSE (Table 291),526.43,NA,NA,8.654166667,937.423
2000,T7,R4,S5,MCSE (Table 291),559.86,NA,NA,8.654166667,937.423
2000,T7,R5,S1,MCSE (Table 291),582.17,NA,NA,8.654166667,937.423
2000,T7,R5,S2,MCSE (Table 291),589.47,NA,NA,8.654166667,937.423
2000,T7,R4,S4,MCSE (Table 291),995.36,NA,NA,8.654166667,937.423
2000,T7,R5,S4,MCSE (Table 291),677.24,NA,NA,8.654166667,937.423
2000,T7,R3,S2,MCSE (Table 291),587.27,NA,NA,8.654166667,937.423
2000,T7,R3,S3,MCSE (Table 291),517.32,NA,NA,8.654166667,937.423
2000,T7,R5,S3,MCSE (Table 291),376.98,NA,NA,8.654166667,937.423
2000,T7,R5,S5,MCSE (Table 291),646.35,NA,NA,8.654166667,937.423
2000,T7,R6,S1,MCSE (Table 291),422.81,NA,NA,8.654166667,937.423
2001,T7,R1,NA,MCSE Microplot (Table 154),1195.27,undisturbed,unfertilized,9.741253482,1032.2941
2001,T7,R2,NA,MCSE Microplot (Table 154),745.82,disturbed,fertilized,9.741253482,1032.2941
2001,T7,R1,NA,MCSE Microplot (Table 154),328.615,disturbed,unfertilized,9.741253482,1032.2941
2001,T7,R1,NA,MCSE Microplot (Table 154),1113.33,undisturbed,fertilized,9.741253482,1032.2941
2001,T7,R2,NA,MCSE Microplot (Table 154),455.9,disturbed,unfertilized,9.741253482,1032.2941
2001,T7,R1,NA,MCSE Microplot (Table 154),780.03,disturbed,fertilized,9.741253482,1032.2941
2001,T7,R1,S3,MCSE (Table 291),674.67,NA,NA,9.741253482,1032.2941
2001,T7,R1,S4,MCSE (Table 291),751.64,NA,NA,9.741253482,1032.2941
2001,T7,R1,S1,MCSE (Table 291),761.08,NA,NA,9.741253482,1032.2941
2001,T7,R1,S2,MCSE (Table 291),673.54,NA,NA,9.741253482,1032.2941
2001,T7,R3,NA,MCSE Microplot (Table 154),591.37,disturbed,fertilized,9.741253482,1032.2941
2001,T7,R3,NA,MCSE Microplot (Table 154),368.79,disturbed,unfertilized,9.741253482,1032.2941
2001,T7,R2,NA,MCSE Microplot (Table 154),1305.62,undisturbed,fertilized,9.741253482,1032.2941
2001,T7,R2,NA,MCSE Microplot (Table 154),971.4,undisturbed,unfertilized,9.741253482,1032.2941
2001,T7,R2,S5,MCSE (Table 291),923.93,NA,NA,9.741253482,1032.2941
2001,T7,R3,S1,MCSE (Table 291),736.57,NA,NA,9.741253482,1032.2941
2001,T7,R3,S2,MCSE (Table 291),485.54,NA,NA,9.741253482,1032.2941
2001,T7,R3,S3,MCSE (Table 291),969.98,NA,NA,9.741253482,1032.2941
2001,T7,R3,S4,MCSE (Table 291),576.06,NA,NA,9.741253482,1032.2941
2001,T7,R3,S5,MCSE (Table 291),871.56,NA,NA,9.741253482,1032.2941
2001,T7,R4,S1,MCSE (Table 291),856.84,NA,NA,9.741253482,1032.2941
2001,T7,R4,S2,MCSE (Table 291),629.61,NA,NA,9.741253482,1032.2941
2001,T7,R1,S5,MCSE (Table 291),850.88,NA,NA,9.741253482,1032.2941
2001,T7,R2,S1,MCSE (Table 291),1153.09,NA,NA,9.741253482,1032.2941
2001,T7,R2,S2,MCSE (Table 291),1041.48,NA,NA,9.741253482,1032.2941
2001,T7,R2,S3,MCSE (Table 291),832.38,NA,NA,9.741253482,1032.2941
2001,T7,R2,S4,MCSE (Table 291),798.38,NA,NA,9.741253482,1032.2941
2001,T7,R5,S3,MCSE (Table 291),452.91,NA,NA,9.741253482,1032.2941
2001,T7,R5,S4,MCSE (Table 291),746.18,NA,NA,9.741253482,1032.2941
2001,T7,R5,S5,MCSE (Table 291),1219.16,NA,NA,9.741253482,1032.2941
2001,T7,R6,S1,MCSE (Table 291),631.06,NA,NA,9.741253482,1032.2941
2001,T7,R6,S2,MCSE (Table 291),543.73,NA,NA,9.741253482,1032.2941
2001,T7,R6,S3,MCSE (Table 291),454.18,NA,NA,9.741253482,1032.2941
2001,T7,R6,S4,MCSE (Table 291),528.04,NA,NA,9.741253482,1032.2941
2001,T7,R6,S5,MCSE (Table 291),485.35,NA,NA,9.741253482,1032.2941
2001,T7,R4,S3,MCSE (Table 291),1058.86,NA,NA,9.741253482,1032.2941
2001,T7,R4,S4,MCSE (Table 291),674.14,NA,NA,9.741253482,1032.2941
2001,T7,R4,S5,MCSE (Table 291),963.01,NA,NA,9.741253482,1032.2941
2001,T7,R5,S1,MCSE (Table 291),828.36,NA,NA,9.741253482,1032.2941
2001,T7,R5,S2,MCSE (Table 291),612.01,NA,NA,9.741253482,1032.2941
2001,T7,R6,NA,MCSE Microplot (Table 154),506.91,undisturbed,fertilized,9.741253482,1032.2941
2001,T7,R3,NA,MCSE Microplot (Table 154),1387.56,undisturbed,fertilized,9.741253482,1032.2941
2001,T7,R3,NA,MCSE Microplot (Table 154),1209.46,undisturbed,unfertilized,9.741253482,1032.2941
2001,T7,R4,NA,MCSE Microplot (Table 154),882.23,disturbed,fertilized,9.741253482,1032.2941
2001,T7,R4,NA,MCSE Microplot (Table 154),355.29,disturbed,unfertilized,9.741253482,1032.2941
2001,T7,R4,NA,MCSE Microplot (Table 154),1070.96,undisturbed,fertilized,9.741253482,1032.2941
2001,T7,R4,NA,MCSE Microplot (Table 154),886.14,undisturbed,unfertilized,9.741253482,1032.2941
2001,T7,R5,NA,MCSE Microplot (Table 154),1409.27,disturbed,fertilized,9.741253482,1032.2941
2001,T7,R5,NA,MCSE Microplot (Table 154),883.4,disturbed,unfertilized,9.741253482,1032.2941
2001,T7,R5,NA,MCSE Microplot (Table 154),743.89,undisturbed,fertilized,9.741253482,1032.2941
2001,T7,R5,NA,MCSE Microplot (Table 154),584.63,undisturbed,unfertilized,9.741253482,1032.2941
2001,T7,R6,NA,MCSE Microplot (Table 154),786.28,disturbed,fertilized,9.741253482,1032.2941
2001,T7,R6,NA,MCSE Microplot (Table 154),369.6,disturbed,unfertilized,9.741253482,1032.2941
2001,T7,R6,NA,MCSE Microplot (Table 154),606.6,undisturbed,unfertilized,9.741253482,1032.2941
2002,T7,R2,S4,MCSE (Table 291),774.97,NA,NA,9.095568182,731.5073
2002,T7,R3,S1,MCSE (Table 291),571.6,NA,NA,9.095568182,731.5073
2002,T7,R3,S2,MCSE (Table 291),676.81,NA,NA,9.095568182,731.5073
2002,T7,R3,S3,MCSE (Table 291),904.8,NA,NA,9.095568182,731.5073
2002,T7,R3,S4,MCSE (Table 291),572.27,NA,NA,9.095568182,731.5073
2002,T7,R3,S5,MCSE (Table 291),654.11,NA,NA,9.095568182,731.5073
2002,T7,R4,S1,MCSE (Table 291),491.2,NA,NA,9.095568182,731.5073
2002,T7,R1,S1,MCSE (Table 291),484.58,NA,NA,9.095568182,731.5073
2002,T7,R1,S2,MCSE (Table 291),429.33,NA,NA,9.095568182,731.5073
2002,T7,R1,S3,MCSE (Table 291),608.55,NA,NA,9.095568182,731.5073
2002,T7,R1,S4,MCSE (Table 291),563.96,NA,NA,9.095568182,731.5073
2002,T7,R1,S5,MCSE (Table 291),414.93,NA,NA,9.095568182,731.5073
2002,T7,R2,S1,MCSE (Table 291),567.16,NA,NA,9.095568182,731.5073
2002,T7,R2,S5,MCSE (Table 291),715.7,NA,NA,9.095568182,731.5073
2002,T7,R2,S3,MCSE (Table 291),618.63,NA,NA,9.095568182,731.5073
2002,T7,R4,NA,MCSE Microplot (Table 154),593.91,undisturbed,unfertilized,9.095568182,731.5073
2002,T7,R5,NA,MCSE Microplot (Table 154),1006.9,disturbed,fertilized,9.095568182,731.5073
2002,T7,R5,NA,MCSE Microplot (Table 154),712.52,disturbed,unfertilized,9.095568182,731.5073
2002,T7,R5,NA,MCSE Microplot (Table 154),633.89,undisturbed,fertilized,9.095568182,731.5073
2002,T7,R5,NA,MCSE Microplot (Table 154),663.08,undisturbed,unfertilized,9.095568182,731.5073
2002,T7,R6,NA,MCSE Microplot (Table 154),754.61,disturbed,fertilized,9.095568182,731.5073
2002,T7,R4,S2,MCSE (Table 291),869.96,NA,NA,9.095568182,731.5073
2002,T7,R4,S3,MCSE (Table 291),838.87,NA,NA,9.095568182,731.5073
2002,T7,R4,S4,MCSE (Table 291),714.85,NA,NA,9.095568182,731.5073
2002,T7,R4,S5,MCSE (Table 291),988.51,NA,NA,9.095568182,731.5073
2002,T7,R5,S1,MCSE (Table 291),587.24,NA,NA,9.095568182,731.5073
2002,T7,R2,S2,MCSE (Table 291),854.31,NA,NA,9.095568182,731.5073
2002,T7,R1,NA,MCSE Microplot (Table 154),583.19,disturbed,fertilized,9.095568182,731.5073
2002,T7,R1,NA,MCSE Microplot (Table 154),317.475,disturbed,unfertilized,9.095568182,731.5073
2002,T7,R1,NA,MCSE Microplot (Table 154),812.12,undisturbed,fertilized,9.095568182,731.5073
2002,T7,R1,NA,MCSE Microplot (Table 154),1193.83,undisturbed,unfertilized,9.095568182,731.5073
2002,T7,R2,NA,MCSE Microplot (Table 154),763.99,disturbed,fertilized,9.095568182,731.5073
2002,T7,R2,NA,MCSE Microplot (Table 154),427.8,disturbed,unfertilized,9.095568182,731.5073
2002,T7,R2,NA,MCSE Microplot (Table 154),754.23,undisturbed,fertilized,9.095568182,731.5073
2002,T7,R2,NA,MCSE Microplot (Table 154),1101.79,undisturbed,unfertilized,9.095568182,731.5073
2002,T7,R3,NA,MCSE Microplot (Table 154),595.88,disturbed,fertilized,9.095568182,731.5073
2002,T7,R3,NA,MCSE Microplot (Table 154),319.95,disturbed,unfertilized,9.095568182,731.5073
2002,T7,R3,NA,MCSE Microplot (Table 154),980.665,undisturbed,fertilized,9.095568182,731.5073
2002,T7,R3,NA,MCSE Microplot (Table 154),696.96,undisturbed,unfertilized,9.095568182,731.5073
2002,T7,R4,NA,MCSE Microplot (Table 154),759.99,disturbed,fertilized,9.095568182,731.5073
